PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
10779,10772,0.1,10776,5.6,23.9,21.5,50.5,98.3,0.6,0.1,0.3,0,0.7,1.2,97.2,91.9,1.4,5.5,91,15.7,895,16.6,4916,81.4,6.5,108100,4389,2.39,24518,51078,7.1,326,3097,-3.1,864,1225,0,0,0,0,0,0,252014,228655,93053,8627,5070,25,469.13,23
276292,263801,4.7,263801,6.3,24.9,13.2,50.7,92.8,1.8,0.6,2.9,0,1.7,9.4,84.5,85.4,5.8,9.8,90.9,30,14254,20.2,104372,78.1,18.4,153200,94666,2.73,25371,56453,11.2,5774,95831,1.6,18114,21445,0,0.6,1,0.2,1.8,25.8,9210895,2120633,2367832,9149,277197,1307,563.47,468.2
25411,25692,-1.1,25692,4.7,19.3,25.1,49.7,97.7,0.5,0.6,0.3,0,0.9,1.3,96.5,89.4,1.6,4.9,83.9,11.8,2636,29.2,17628,84.5,3.9,103300,10895,2.33,20368,37626,21.4,394,3553,4.2,1600,2319,0,0,0,0,0,0,174082,9008,140155,5336,17568,41,501.78,51.2
22897,21604,6,21604,8.2,29.3,13.2,50.2,94,1.4,0.9,1,0.1,2.6,5.2,89.7,89.7,2.2,3.7,94.6,29.3,1553,21.6,9042,78,6.6,153700,7974,2.72,24892,56854,9,561,8174,1.1,1693,2463,0,0,0,0,0,0,329645,160957,283927,14582,11780,220,841.02,25.7
8406,8488,-1,8488,6.4,24.3,15.4,50.2,97.7,0.7,0.3,0.1,0,1.2,1.6,96.3,93.5,0.9,1.4,80.9,14.2,571,34.9,3827,78.3,6.4,90700,3252,2.59,20918,39196,16.8,96,843,7.9,605,923,0,0,0,0,0,25.5,0,0,25883,3007,0,0,205.61,41.3
16272,16930,-3.9,16930,6.3,24.1,17,51.4,44.5,53.6,0.2,0.7,0.1,0.9,3.3,41.9,85,1.2,2.2,73.8,8.8,1109,23.1,7246,65.5,9.6,67200,6220,2.58,14757,26968,31.5,300,3935,-1.8,1139,1266,31.8,0,0,0,0,27.6,303595,127174,129391,7897,11202,5,526.49,32.2
9800,9726,0.8,9726,5.3,20.9,16.3,50.3,93.4,1.3,1.4,1.8,0.1,2,4.2,89.9,79,3,5.1,91.6,27.5,634,12.1,4157,69.8,19.5,127500,3700,2.45,28746,54206,15.4,334,4258,2.6,627,690,0,0,0,0,0,25.2,192904,130767,170056,17786,11685,14,563.6,17.3
25483,24848,2.6,24802,5.3,19.9,17.1,52.2,88.5,7.3,0.3,1.9,0,1.9,3.2,86,79.8,4.9,6.1,88.9,30.8,2222,17.2,10854,66.6,22.9,170300,9908,2.32,26661,48733,11.7,969,18587,-1.3,1393,2121,0,0,2.9,0,0,21.2,984033,621187,537832,21445,67944,38,14.44,1717.9
54025,53887,0.3,53887,5.4,23.6,13.9,48.3,95.6,1.3,0.7,1,0,1.3,1.9,94,88.5,1.8,3.5,93.4,21,3977,31.7,21380,84.6,8.6,197000,19569,2.65,27914,67157,7.5,1202,12656,3.6,3753,6042,0,0,0.9,0,0,29.6,403091,0,428633,8586,43041,174,414.86,129.9
356221,340223,4.7,340223,6.8,25.3,13,50.7,91.2,4.4,0.8,2,0.1,1.4,62.4,30.9,80.1,7.7,40.2,79.8,20,28867,19.7,145670,58.6,27.5,110300,123915,2.72,23671,47057,18.4,7868,133037,0.6,22777,29355,2.4,0.8,1.9,0,35,25.3,0,2978505,4314450,13529,661990,2452,838.48,405.8
10486,10246,2.3,10246,8.9,35.1,11.7,48.9,96.4,0.4,1,0.4,0.2,1.5,4.7,92.7,89.4,1.2,5.4,89.9,14.6,534,24,3557,80.3,7.2,162600,3016,3.37,18108,55247,14.7,188,2084,7.4,712,748,0,0,0,0,0,16.7,0,19287,112160,11743,7158,38,3392.28,3
18592,18849,-1.4,18846,5.8,23.3,16.5,51,95.7,2.3,0.3,0.3,0.1,1.3,2.1,93.7,85.1,1.9,3.5,80,14.2,1562,26.9,8214,66.1,15.1,109400,7179,2.56,21424,36048,23.1,287,3916,-2.1,1052,1502,0,0,0,0,0,22.1,549589,39772,147036,7912,11311,21,306.36,61.5
22771,23498,-3.1,23498,6,23.7,14.9,47.7,49.8,48,0.5,0.7,0.1,0.9,4.3,46.3,89.5,2.3,3.7,72.3,9.6,1508,21.2,8938,65.3,10.9,77900,8131,2.61,15694,32054,26.2,365,5868,-9,1312,0,0,0,0,0,0,0,0,169162,150978,6268,15388,10,512.09,45.9
16437,16557,-0.7,16557,5.5,19.9,23.3,49.3,78.6,0.6,17.2,0.4,0,3.2,2.1,77.4,89.2,1.3,3.6,89.7,22,1662,19.3,16225,75.3,7.2,162500,7663,2.11,23809,39904,18.8,660,4920,1.1,1586,2363,0,0,0,0,0,0,180912,50232,224148,13223,74686,82,1257.31,13.2
31194,31946,-2.4,31946,4.9,19.8,20.5,49.9,98.3,0.5,0.2,0.4,0,0.7,0.8,97.6,93.2,1,1.9,90.5,14.9,2887,16.8,17521,80.3,11.1,92100,13478,2.33,23738,45767,10.4,881,13828,-11,1606,2598,0,0,0,0,0,0,1616512,69874,291195,8922,24081,55,827.36,38.6
12014,12640,-5,12640,4.9,19.9,21.8,50.7,97.5,0.5,0.3,0.8,0,0.9,3.3,94.6,90.7,2,3.4,90.8,17,1118,25.5,5896,82,7.3,100600,5021,2.42,25975,51504,11,280,2752,-2.5,628,1057,0,0,0,0,0,0,0,0,78465,6085,9228,1,386.79,32.7
357823,349626,2.3,349497,5.9,22.8,16,51.3,84.7,8.4,0.8,3.5,0.1,2.4,21.5,68.1,85.4,9.8,22.1,86.8,28.1,23497,24.2,143377,67.5,23.9,196600,133289,2.57,27923,54923,13.7,8437,165363,-1.1,21126,27183,4.6,0,3.5,0,8.3,29.5,7031570,0,5081208,15047,546275,773,345.17,1012.5
25680,26076,-1.5,26076,5.7,23.8,16.9,50.3,97.9,0.6,0.2,0.3,0,1,1.3,96.7,92.6,1.1,2,91.9,18.8,2160,23.7,11079,80.4,8.4,131500,10079,2.55,26624,56669,8.4,566,4366,-1.8,1828,2420,0,0,0,0,0,31.2,176791,213218,176434,6645,9616,28,716.27,36.4
36519,36702,-0.5,36702,7.1,25.5,15.8,50.2,83.5,11.5,1.3,2.2,0.1,1.4,40.4,45.7,90.7,10.7,28,78.1,14.5,2636,22.7,19013,70.2,13.7,92000,13260,2.72,23389,43096,21.1,730,7902,-6.4,2561,2943,0,0,0,0,0,23,0,0,313945,8547,38800,222,1100.28,33.4
163820,161569,1.4,161573,5.5,20.7,15.6,50.8,86.6,7.3,0.3,3.1,0.1,2.7,2.7,84.4,85,4.5,6.2,92.4,36,17876,20.2,69161,67.8,21.2,158000,62836,2.44,30040,58080,13.9,3020,48115,-0.3,9451,12073,0,0,2.4,0,1.4,30.1,924130,1275540,2029318,12776,283253,250,413.73,390.5
42274,41980,0.7,41981,5.8,19.9,19.6,50.5,97.2,0.9,0.3,0.5,0,1.1,1.3,96.1,88.1,1.1,2.3,88.4,19.1,4129,23.5,21492,74.3,10,116000,17058,2.37,22621,44187,15.3,890,11332,-2.4,2535,3288,0,0,0,0,0,22.5,463131,201818,413451,10162,39984,79,1133.79,37
51401,52825,-2.7,52822,4.1,17.6,20.7,46.9,94.5,3.6,0.3,0.6,0,1,4.2,90.9,88,3.5,6.2,87.7,19.2,5172,28.8,31864,79.7,5.9,179900,19558,2.48,24005,49313,12.2,1311,12236,-0.3,3840,5809,0,0,0,0,0,26.8,115047,111976,692267,13355,187793,110,725.6,72.8
13970,14134,-1.2,14134,4.4,17.8,13.5,38.9,67.7,30.3,0.4,0.3,0,1.2,3.6,64.8,88.2,1.5,3.3,73.5,7.9,901,26.2,4858,69.7,7.1,59300,4188,2.53,15023,32697,27,155,1636,6.9,575,586,0,0,0,0,0,32.8,0,0,57549,4202,0,0,561.52,25.2
33212,33690,-1.4,33690,6.1,22.4,13.7,51.1,90.7,2.8,1.3,2.7,0.1,2.4,20.7,72,75.3,9.4,17.1,86.8,24.1,2074,17.1,15184,58.9,24.9,93100,13170,2.46,19789,38981,21.1,825,11075,-2,1733,2301,0,0,0,0,5.3,24.6,0,0,470739,13179,51039,17,847.47,39.8
230985,214346,7.8,214346,6.2,26,11.9,50.7,89,6.6,0.5,1.9,0.1,1.9,10.1,80.1,87,8.6,12.4,88.9,34.2,14589,31.9,85507,79.1,9.7,190400,76144,2.85,29615,67261,9.8,4830,42481,3.9,20922,22759,3.3,0,1.9,0,3.9,28.1,823737,848952,2114906,10373,246874,2123,421.67,508.3
7023,7067,-0.6,7070,4.5,19.4,20,42,89.7,1.3,7.4,0.2,0,1.3,2.2,88,82.8,1.1,7.2,88.6,17.9,671,18.3,2946,77.6,11.2,69700,2501,2.29,20941,40980,14.7,176,1166,-12.7,478,803,0,0,0,0,0,0,0,43151,40723,5807,2284,20,563.7,12.5
6035,6128,-1.5,6128,4.7,20,19.6,50.2,98.1,0.5,0.2,0.4,0,0.8,1.2,97.1,88.8,0.2,1.5,85.4,13.1,553,32.4,2793,74.4,14.3,137900,2422,2.49,25443,50377,8.3,89,1194,-4.5,348,357,0,0,0,0,0,0,0,0,23731,4068,0,20,86.14,71.1
79275,78506,1,78506,5.5,18.9,22.5,50.1,86.3,2.9,1.1,4.8,0.5,4.5,7.1,80.6,84,7.6,8.7,94.6,31.7,12624,27.9,40685,69.5,11,292100,33096,2.33,30941,58455,9,1687,11378,0,5613,7900,0,0.9,3.7,0,0,32,0,0,519916,6430,77613,252,208.45,376.6
102133,102410,-0.3,102410,5.8,22.9,18.1,50.4,91.9,0.9,1.9,1.6,0.3,3.3,8.4,84.7,82.4,4.4,7.4,87.4,15.4,10484,24.1,43510,66.2,18.8,181500,39602,2.55,23557,47596,17.6,2159,29580,-0.2,4100,6121,0,0,3,0,1.7,30.1,2914723,1415763,1219672,12129,124010,178,1140.13,89.8
6435,6461,-0.4,6461,4.6,18.4,11.4,35.4,90.2,7.4,0.8,0.7,0.1,0.9,50,42.3,73.5,39.5,51.5,62.3,9.5,268,15,2223,75.9,7.1,72000,1588,2.54,16175,47540,15.5,124,1372,6.1,342,0,0,0,0,0,0,0,0,9988,34963,7370,6171,0,893.41,7.2
3003,3240,-7.3,3240,3.3,15.7,26.8,50,94.8,0.4,1.9,0.5,0.1,2.3,9.7,86.2,93.6,7.1,9.4,89.4,18.5,440,27.5,2341,77.8,4.2,231400,1253,2.45,24996,39009,19.4,67,198,22.2,235,0,0,0,0,0,0,0,0,0,0,0,0,4,953.21,3.4
2694,2882,-6.5,2882,4.1,20.1,27.2,50.4,94.2,0.1,1.7,0.5,0.1,3.3,3.8,91,87.8,2.2,5.1,89.2,18,311,33.3,1750,80.2,6.2,52100,1271,2.14,20322,34089,18.5,72,337,-4.5,295,443,0,0,0,0,0,0,0,0,7998,2680,0,0,644.27,4.5
490228,496031,-1.2,496005,6.3,24.4,14.6,51.6,70.9,25.3,0.5,1.5,0.1,1.8,18.1,54.7,87.5,6.7,14.5,87,19.8,32821,27.6,210362,69.6,21.7,136600,182080,2.68,23918,49035,17.8,9843,167680,2,27379,34165,18.6,0.5,2.5,0,6.7,31.1,21914467,3348813,7102425,14455,1069166,908,498.96,994.1
147171,146442,0.5,146445,4.8,19.9,16.1,50.7,95,1.4,0.3,1.9,0,1.4,1.9,93.4,86.7,3.9,5.2,92.1,33.3,12976,25.7,63643,72.2,24.4,231000,56812,2.47,31310,65353,8.7,4031,60018,-0.9,10928,15444,0,0,1.2,0,0.9,24.6,1539636,2812352,2605617,17536,223534,312,934.12,156.8
15515,16059,-3.4,16059,6.4,24.3,20.5,50,89.4,0.8,5,3,0,1.9,2.9,87.4,90.3,2.1,5.5,88.6,16.4,1298,17,7252,77.8,11.9,90500,6507,2.38,25649,47447,10,509,5748,4.6,1065,1271,0,0,0,0,0,16.7,148059,210717,156822,10057,81494,28,878.57,18.3
16022,16430,-2.5,16430,5.6,22,19.8,49.9,96.7,1.9,0.2,0.3,0,0.9,1.2,95.6,85.1,0.6,2.4,86.1,13.5,1146,24.8,7936,77.9,6.7,74700,6708,2.35,21344,39845,16.6,375,2995,-4.3,1075,1444,0,0,0,0,0,0,0,265271,136472,8233,13705,20,831.38,19.8
67694,69709,-2.9,69709,4.8,19.5,19.5,51.5,91.9,5.5,0.2,0.4,0,1.9,1.4,90.8,90,1.1,2.6,89,14.7,6720,24.8,32526,73,13.4,86400,28326,2.35,22324,40577,16.6,1281,19193,-3.7,3002,4189,0,0,1.5,0,0,28.1,0,0,721472,10525,66322,21,408.33,170.7
192103,178182,7.8,178011,6.3,26.2,12.5,51.2,77.4,17.1,0.7,2.8,0.1,2,10,69,87.9,7.6,10.6,86.4,25.1,12361,26.4,75521,73.1,13.3,167800,64713,2.78,25247,53551,13.2,4020,57722,2,13106,14369,6.8,0,0,0,2.6,24.9,0,1412323,2807782,17253,321521,1554,361.75,492.1
3713,3821,-2.8,3821,5.8,22.1,22.7,49.3,94.9,0.3,2,0.9,0.1,1.9,8.4,87.7,86.1,2.2,6.2,84.8,16.4,379,16.6,1942,66.1,10.6,77900,1641,2.27,24565,42180,13,129,1017,-8.5,264,464,0,0,0,0,0,0,0,0,49041,13589,3056,0,951.85,4
20299,20743,-2.1,20743,5.9,23.8,17.3,49.6,95.4,1.6,0.7,0.5,0,1.7,2.1,93.6,84.5,0.7,1.2,90.4,17.1,2125,27.2,8887,72.6,12,142900,8089,2.5,25100,53826,10.2,370,2780,-0.9,1318,1587,0,0,0,0,0,0,0,96781,147247,7019,16242,28,418.96,49.5
249283,238134,4.7,238136,6.1,25.2,12.8,50.5,87.4,4.3,0.5,5.5,0.1,2.1,3.8,84.1,89.3,6.2,9.3,95.9,40.5,15920,25.2,95667,81.3,14.4,241900,88947,2.68,36706,81540,5.7,5519,72791,2,17472,20974,1.5,0.3,3.8,0,1.1,28.9,5751832,1743551,2690704,11886,340899,752,384.28,619.7
1303,1311,-0.6,1311,5.4,21.6,21.1,49.4,96.6,0.2,1.3,0.2,0,1.8,4.8,92.5,96.4,2.6,0.9,91.2,27,130,20.2,821,77.4,1.2,86500,553,2.22,31517,42014,9.3,13,35,-2.8,114,0,0,0,0,0,0,0,0,0,0,0,0,3,2066.74,0.6
698,712,-2,712,4.7,12.6,26.5,47.6,97.1,0.4,0.9,0.4,0,1.1,4.4,92.8,92.3,1.1,3.2,96.5,39.3,111,14.6,1225,83.7,0,275000,393,1.85,42255,47083,6.4,66,220,7.3,151,510,0,0,0,0,0,0,0,0,6008,6239,9476,6,875.67,0.8
53035,53139,-0.2,53139,6,23.2,17.3,51,97.1,0.9,0.2,0.6,0.1,1.1,1.2,96,85.8,2.2,5.7,87.1,19.3,4136,22.8,22085,74.7,13.7,122100,20207,2.52,21940,46548,16.3,1026,15094,-1,3304,3508,0,0,1,0,0,19.9,1017388,206156,418627,7638,55604,48,422.95,125.6
37653,38106,-1.2,38106,5.6,22.9,19.3,50.4,93.1,3.8,0.8,0.6,0.1,1.7,20.9,73.2,89.9,4.1,8.4,85.1,16,3439,18.2,18468,71.3,11.4,87600,13405,2.68,21236,39776,18.4,925,12964,0.1,2464,3313,0,0,0,0,0,22.3,1249439,170974,512498,13406,49890,31,944.43,40.3
350299,334811,4.6,334811,5.8,22.4,13.7,51.2,69.4,24.6,0.8,2.6,0.1,2.5,4.7,65.5,84.7,5.4,7.1,90,38.5,34203,21,154452,69.3,21.4,164500,132975,2.5,31933,58434,12.8,8095,153304,0.8,22681,26467,12.3,1.4,3.5,0,1.3,29.2,8650700,2970410,4438653,14145,596324,2677,801.59,417.7
92407,94565,-2.3,94565,7.4,24.9,13.6,53.5,29,68.4,0.3,1,0.2,1.2,2.6,27.3,81.7,2.4,3.7,79.9,17.8,7326,18.3,40701,47.3,31.3,101700,35661,2.53,18619,31671,31.2,2336,38273,-2.1,6777,6892,34,0,4.4,0,1.2,33.7,0,1175674,1543650,16198,170969,80,328.69,287.7
30981,31226,-0.8,31227,4.8,20.4,17.8,50.3,96.3,0.8,0.5,0.8,0,1.5,1.5,95.1,87.2,2.1,3.4,89.8,26.6,2654,23.1,16032,73.4,19,164300,12491,2.4,23584,45395,14.1,944,9094,3.4,2964,3726,0,0,0,0,0,28,339060,66247,412719,13565,29922,49,648.86,48.1
29099,28746,1.2,28746,6.4,24.2,19.7,50.8,68.2,0.4,23.6,0.5,0.1,7.2,4.1,66.2,84.1,1.8,6.3,90.2,24.8,2885,21,16602,69.1,8.7,218600,11829,2.38,21521,38019,22.4,773,5251,2.5,2300,2630,0,0,0,0,0,0,119815,8713,276964,9855,34712,15,1490.15,19.3
4501,4527,-0.6,4527,6.1,23.8,20.6,50.9,93.3,1.2,2.5,0.2,0,2.8,4.3,89.7,87.4,0.9,2.4,90.1,22.1,365,20,2480,75.8,1.8,62800,1951,2.27,27469,46625,8.8,123,1108,21.2,332,324,0,0,0,0,0,0,0,29599,54664,12196,608,6,1000.87,4.5
39935,41480,-3.7,41452,5.4,20,15.9,48.2,93,5.4,0.2,0.4,0,1,1.2,92,88.4,1.5,2.6,72.9,13.1,2901,22.2,17844,70.8,6.4,83900,15406,2.48,19107,36218,21.9,773,10295,-15.4,1508,2794,0,0,0,0,0,28.1,0,496136,438617,10513,40082,14,403.19,102.8
6082,6006,1.3,6006,7.5,29.2,14.4,50.2,97.5,0.7,0.5,0.3,0,1,14.2,83.9,88.7,9.7,15.6,77.3,20.2,239,17.6,2403,75.8,5.9,105900,2066,2.86,25537,57808,11.2,221,1726,2.4,630,755,0,0,0,0,0,0,0,112701,34787,6032,1277,18,868.87,6.9
8265,8256,0.1,8256,6.5,27.1,17.4,50.2,92.5,0.7,3.7,0.6,0.2,2.3,54.1,43.5,90.1,3.1,34.5,82.6,19.1,502,24.3,4293,77.3,5.7,109700,3099,2.64,17316,34526,19.4,106,697,2.2,623,893,0,0,0,0,0,0,0,3595,33081,4132,4499,13,1287.39,6.4
119607,119486,0.1,119490,6,23.1,15.9,50.8,83.5,12.5,1.1,0.7,0.1,2,7.9,76.6,86.4,5.1,8,81.4,19.9,9518,23.7,51496,71.5,15.1,120500,46192,2.55,23764,44800,15.7,2589,42569,2,7506,10034,5.9,1.8,1,0,0,21.3,0,1213925,1637628,14222,154700,136,579.34,206.3
5511,5438,1.3,5438,6,22.6,24.3,51.1,82.3,0.5,13.6,0.4,0,3.2,1.8,81.1,88.5,1.7,6.1,87.9,21.8,617,14.9,2998,64.2,13.8,73000,2342,2.26,25915,41826,10.9,215,2017,8.9,478,915,0,0,0,0,0,15.2,0,107036,74782,14187,19839,9,708.63,7.7
12048,12157,-0.9,12150,3.6,21.8,18.3,50.5,94.4,1.2,0.4,2.4,0,1.6,2.3,92.4,90.7,4.1,6.4,92.7,37.2,1363,22.8,4749,81.8,7.5,302400,4591,2.62,38444,81892,5.6,214,1311,-10.7,785,961,0,0,0,0,0,19.6,0,0,54707,4628,9175,24,15.32,793.2
13417,13927,-3.7,13927,4.1,17.1,21.1,55.2,92.6,5.2,0.3,0.3,0,1.5,1.8,91.2,85.4,0.2,3.6,78.6,12.7,1316,32.3,7673,79.6,5.3,79600,5350,2.36,17416,33784,19,160,1397,-4.4,474,788,0,0,0,0,0,35,0,0,53727,4070,9138,16,360.46,38.6
5750,5561,3.4,5561,3.6,12.3,5.4,32.4,37.8,7.6,13,34.5,2.3,4.7,14.1,26.9,81.5,34.9,47.4,82.7,13.3,354,6.4,1932,36.4,44.2,218400,1033,3.52,31790,81853,9.2,117,4668,1.9,254,285,0,0,0,0,0,26.3,634809,62073,46785,9823,14684,2,4390.28,1.3
34438,33708,2.2,33718,5.9,21.6,19.8,50.7,78.5,18,0.5,1.8,0,1.1,15.1,64.8,87.9,6.9,13.9,80.9,23.5,2401,19.8,15702,69.2,12,147800,12244,2.61,23070,44858,14.9,882,12488,0.2,2870,3393,0,0,0,0,4.2,29.9,762771,0,509916,15900,41272,85,603.95,55.8
27172,26568,2.3,26604,5.6,22,16,45.5,80.4,16.5,0.9,0.7,0.1,1.5,22.8,59.1,85,8.5,17.4,78.5,11.1,2462,33.8,10980,76.3,5.1,92900,8848,2.65,20307,43994,19.1,405,6010,-1.9,1892,1896,0,0,0,0,0,0,892610,142455,157336,6110,12524,15,787.46,33.8
22264,22084,0.8,22084,5.7,21.9,18.7,51.2,87.3,9.6,0.3,0.9,0,1.8,4.3,83.8,91,2.7,4.9,72.3,13,1375,24.6,10460,73.1,6.9,114800,8618,2.47,18234,34830,18.9,414,5869,-2.7,1591,1915,0,0,0,0,0,25.3,430397,107788,315062,14431,22760,2,261.5,84.5
290951,288288,0.9,288288,5.5,22.9,14.1,51.4,83.9,10.8,0.2,3,0.1,2,5.7,79.4,91.1,5.3,8.6,90.9,28.4,19351,28.2,112268,80.3,16.9,224700,104145,2.73,32600,74524,8.1,5894,87331,1.9,15030,20252,7.6,0,3.1,0,2.2,27.5,15679384,8962489,4352549,15216,379388,491,322.01,895.3
25765,26948,-4.4,26948,4.9,20.4,16.4,48.2,48.1,48.6,0.8,1.1,0.1,1.3,3.5,45.5,86,3,4.9,76.3,10.2,1993,24.8,11514,68.6,5.5,79400,9686,2.52,16752,33870,24.2,386,5089,2.7,1278,1409,28,0,0,0,0,30.2,0,153485,180010,7145,0,33,531.45,50.7
44493,45048,-1.2,45048,6.4,23.8,18,51.3,86.7,2.1,5.6,0.6,0.1,4.8,7.1,80.9,81,2.1,5.7,85.5,17.4,4352,20,20689,70.8,7.6,89300,17690,2.51,23038,43885,14.6,1080,13229,-1.1,3065,3992,0,4,0,0,0,25.6,1084940,0,495092,11474,38788,36,870.24,51.8
60946,61295,-0.6,61295,6.5,25,16.5,50.3,93.7,2.8,0.6,0.8,0,2.1,7.2,87.1,89.4,3.5,9.9,84.4,14.5,4414,23,27616,76.4,11.4,108900,22326,2.7,20570,44051,17.6,1155,17804,-15.9,3614,4656,2.4,0,1.1,0,1.8,24.4,3106616,0,559870,8971,53768,44,500.59,122.4
4560,4894,-6.8,4894,6.5,23.3,19.1,49.4,95.7,1.3,1.2,0.6,0.1,1.1,57.2,40.2,88.7,5.9,37.1,78,14.1,338,17.3,2384,66.4,5.4,76800,1837,2.57,18392,34080,24.3,89,791,-1.7,223,310,0,0,0,0,28.4,0,0,0,113382,22609,9853,0,3436.86,1.4
152892,149618,2.2,149618,6.1,22.9,18.2,51,92.9,3.9,0.3,1.1,0.1,1.8,5,89,88.1,3.5,7.2,85.3,19.3,13036,23.2,64125,73,15.7,177500,58273,2.54,25741,52637,11,3022,47802,3.5,8745,10759,0,0,0,0,1.1,27,3244364,0,1749971,12323,164527,356,772.22,193.7
10076,10153,-0.8,10153,4.5,19,21.7,51.3,65.9,31.1,0.7,0.5,0,1.8,4.4,62.1,87.2,4,5.1,83.8,11.1,1067,26.8,4860,69.5,3.7,97600,4151,2.42,20105,36213,16.7,136,750,-9.2,551,850,0,0,0,0,0,0,0,41227,31806,3171,1192,10,470.71,21.6
293542,284305,3.2,284307,6.3,23.7,15.1,51.5,74.5,21,0.4,2.3,0.1,1.7,6.4,69,84.7,6.4,9.4,82.2,21.3,20802,21.9,124505,69.6,14,121300,107350,2.6,21889,42919,17.9,6141,118348,2.8,17533,21534,7.1,0.6,2,0,2.3,25.6,11731761,5481960,3638406,13148,411477,1090,807.93,351.9
2973,3002,-1,3002,6.3,22.8,24.8,50.4,96.1,0.6,2.4,0.2,0,0.7,1.3,95.1,89.4,0.6,6.3,80.7,16.7,276,13.7,1439,78.5,7,70900,1258,2.31,28323,49200,12,104,845,-4.2,254,356,0,0,0,0,0,0,0,0,22468,7384,0,7,431.8,7
65720,66501,-1.2,66501,5.8,21.2,15.9,46.9,91,6.4,0.2,0.6,0.1,1.7,2.4,88.9,81.2,1.2,3.5,85.5,12.4,5535,22.1,27773,69.1,16.8,98600,24578,2.44,20624,42572,18.5,1130,21005,1.3,3133,3844,2,0,0,0,0,26.5,3409213,338058,674758,10301,79053,94,403.76,164.7
41402,41052,0.9,41052,4.9,21,19,51.2,91.7,5.2,0.4,0.9,0.1,1.8,2.8,89.2,85.7,1.6,2.9,80,18.4,4372,22.4,18956,76.6,7.9,104800,16067,2.42,22398,42904,15.1,663,10475,7,2565,2967,0,0,0,0,0,26.9,3187056,0,343584,8341,28049,110,554.54,74
6916,6973,-0.8,6973,4.9,19.3,19,44.4,91.5,5.1,0.7,0.4,0.1,2.2,7.8,84.7,83.8,2.2,5.7,90,22.9,646,13.3,3163,72.3,10.4,73700,2545,2.36,23230,44078,6.3,168,2023,-4.6,399,463,0,0,0,0,0,0,0,93781,48480,7574,5749,0,754.26,9.2
9326,9235,1,9233,8.7,29.2,13.6,49.6,59.7,0.3,36.3,0.5,0,3.1,4.1,58,92.7,1.4,8.4,89.1,22.3,786,14.1,4107,68.5,13.6,110900,3268,2.82,22229,48789,17.3,184,2437,-4.9,533,747,0,8.6,0,0,0,19.9,0,0,53358,5847,9014,0,5010.4,1.8
28000,28525,-1.8,28525,6.2,24.2,14.8,49.8,97.5,0.9,0.2,0.3,0,1.1,2.3,95.3,84.7,1.2,2.8,85.3,9.6,2203,25.5,12063,75.9,6.3,89700,10632,2.63,20109,44128,16.7,404,6280,-1.2,1454,2546,0,0,1.1,0,0,0,377163,0,223798,7956,16079,47,376.58,75.7
8317,8535,-2.6,8535,6.4,23.2,21.9,50.3,97,0.7,0.5,0.4,0.1,1.4,2.6,94.7,89,0.7,2.9,95.2,20.7,962,18.1,4048,76.6,10.4,85700,3407,2.45,24503,45233,14,264,2411,-9.5,616,647,0,0,0,0,0,0,0,99290,76023,8756,5547,22,645.3,13.2
3492,3423,2,3423,6.8,21.8,24.3,48.5,98.4,0.1,0.5,0.2,0,0.8,2.1,96.5,90.3,0.6,2.7,92.1,15.3,330,20.2,2365,77.9,4.2,75100,1573,2.15,25322,45920,12.1,103,624,-1.3,324,338,0,0,0,0,0,0,0,55070,25999,7708,2777,8,553.47,6.2
126339,123016,2.7,123010,5.1,21.1,18.4,51.5,94.1,3,0.4,1,0,1.5,3,91.5,85.1,2.7,3.9,86.7,20.8,11723,23.9,55893,73.3,11.3,163900,48728,2.5,23788,45991,13.7,2263,38321,0.5,8431,10063,0,0.3,0.9,0,0,25.7,5312323,898029,1551134,12945,208506,608,558.71,220.2
35563,35998,-1.2,35998,4.6,17.2,23.9,49.9,96.5,0.5,1,0.5,0,1.4,1.4,95.4,89.6,1.4,2.6,92.5,23.6,4223,19.2,30442,81.4,8.5,165200,15797,2.22,27041,45759,10.7,1338,13433,1.1,2972,4167,0,0,0,0,0,18.2,494243,186651,921151,25450,84113,132,1112.97,32.3
19179,18728,2.4,18728,10.6,35.3,10.2,49.1,90.6,1.4,5,1.5,0.1,1.5,62,35.6,89.6,25,52.6,65.7,14,868,17.3,6295,65.9,12.3,133600,5738,3.22,16940,43926,22.9,357,4267,0,715,1002,0,0,2.6,0,16.3,0,442178,574216,144809,8547,14844,50,1924.98,9.7
11144,11066,0.7,11066,5.4,20.4,20.2,50,94.6,1.5,1,1.2,0.1,1.6,1.6,93.4,86.9,2.6,2.8,89.9,26.2,967,17.2,5743,70.1,22.4,87900,4871,2.15,31721,50274,9.3,372,3973,-0.5,883,1292,0,0,0,0,0,9.1,339829,142557,147846,13681,12098,76,1491.55,7.4
