year,age,degree,finrela,happy,health,marital,sex,polviews,partyid,wtssall,nhappy
2018,61,bachelor,above average,pretty happy,NA,married,female,conservative,not str republican,61,2
2018,39,high school,below average,pretty happy,excellent,divorced,female,slightly liberal,"ind,near dem",110,2
2018,41,graduate,average,very happy,NA,never married,female,slghtly conservative,"ind,near dem",199,1
2018,34,high school,above average,very happy,fair,married,male,moderate,"ind,near dem",61,1
2018,70,graduate,NA,pretty happy,excellent,married,female,conservative,"ind,near rep",61,2
2018,49,high school,below average,pretty happy,good,separated,female,moderate,"ind,near dem",61,2
2018,59,graduate,average,pretty happy,NA,married,female,conservative,not str republican,61,2
2018,31,graduate,below average,not too happy,good,never married,female,moderate,"ind,near dem",14,3
2018,77,bachelor,average,pretty happy,good,separated,male,slghtly conservative,strong republican,14,2
2018,40,bachelor,below average,pretty happy,excellent,divorced,female,NA,independent,14,2
2018,53,graduate,NA,very happy,good,married,female,NA,NA,61,1
2018,29,high school,average,pretty happy,NA,never married,female,moderate,not str democrat,95,2
2018,39,high school,above average,pretty happy,excellent,never married,female,extremely liberal,strong democrat,14,2
2018,27,high school,average,pretty happy,NA,never married,female,moderate,not str democrat,14,2
2018,62,graduate,average,pretty happy,good,divorced,male,moderate,strong democrat,14,2
2018,48,high school,average,pretty happy,fair,separated,female,slightly liberal,"ind,near dem",61,2
2018,28,high school,average,pretty happy,NA,married,female,moderate,"ind,near dem",61,2
2018,47,high school,below average,very happy,good,married,male,liberal,"ind,near dem",61,1
2018,42,high school,below average,very happy,NA,never married,female,conservative,strong democrat,14,1
2018,38,high school,average,pretty happy,NA,married,female,conservative,not str republican,199,2
2018,53,bachelor,above average,very happy,good,married,male,moderate,other party,61,1
2018,40,high school,average,very happy,excellent,divorced,male,liberal,"ind,near dem",14,1
2018,57,junior college,far above average,very happy,NA,married,male,conservative,strong republican,61,1
2018,51,high school,average,very happy,good,married,male,slightly liberal,independent,61,1
2018,60,junior college,below average,pretty happy,fair,separated,female,extremely liberal,independent,14,2
2018,55,graduate,above average,pretty happy,NA,divorced,female,conservative,not str republican,14,2
2018,40,high school,average,very happy,good,married,female,conservative,strong republican,61,1
2018,25,lt high school,average,pretty happy,NA,married,male,NA,independent,61,2
2018,19,lt high school,below average,very happy,NA,never married,female,moderate,"ind,near dem",61,1
2018,46,lt high school,average,not too happy,fair,never married,male,slightly liberal,"ind,near dem",14,3
2018,60,lt high school,below average,pretty happy,NA,divorced,female,conservative,not str republican,14,2
2018,22,high school,average,pretty happy,good,never married,female,moderate,independent,14,2
2018,29,graduate,average,very happy,good,never married,female,liberal,not str democrat,61,1
2018,28,bachelor,below average,not too happy,good,never married,male,extremely liberal,"ind,near dem",14,3
2018,36,high school,below average,pretty happy,NA,never married,female,conservative,strong democrat,14,2
2018,29,bachelor,average,very happy,excellent,married,female,moderate,independent,61,1
2018,40,high school,above average,pretty happy,NA,married,male,slightly liberal,not str democrat,61,2
2018,47,high school,average,very happy,excellent,married,male,moderate,independent,14,1
2018,NA,high school,average,pretty happy,NA,never married,female,moderate,independent,14,2
2018,51,high school,below average,pretty happy,good,divorced,male,slightly liberal,strong democrat,61,2
2018,63,high school,below average,not too happy,good,never married,male,slightly liberal,"ind,near dem",14,3
2018,33,high school,average,pretty happy,excellent,never married,male,moderate,"ind,near dem",14,2
2018,47,high school,average,pretty happy,fair,married,female,moderate,independent,61,2
2018,26,high school,average,pretty happy,good,married,female,slghtly conservative,"ind,near rep",154,2
2018,68,bachelor,average,very happy,excellent,married,male,liberal,strong democrat,61,1
2018,36,bachelor,average,pretty happy,good,married,female,moderate,not str republican,61,2
2018,34,junior college,average,pretty happy,NA,never married,male,moderate,"ind,near rep",14,2
2018,30,bachelor,above average,pretty happy,fair,never married,female,moderate,not str democrat,154,2
2018,71,high school,above average,pretty happy,NA,married,female,slightly liberal,strong democrat,61,2
2018,28,high school,average,pretty happy,good,never married,female,conservative,strong republican,199,2
2018,65,bachelor,average,very happy,NA,married,male,liberal,strong democrat,14,1
2018,49,high school,far below average,very happy,good,married,male,extrmly conservative,other party,61,1
2018,32,high school,average,pretty happy,NA,divorced,male,moderate,independent,95,2
2018,21,high school,above average,pretty happy,excellent,never married,female,liberal,not str democrat,61,2
2018,38,junior college,average,very happy,good,married,female,conservative,strong republican,61,1
2018,22,high school,below average,pretty happy,good,never married,male,moderate,other party,277,2
2018,50,high school,below average,pretty happy,good,divorced,male,slightly liberal,not str democrat,61,2
2018,86,high school,below average,very happy,NA,married,male,slghtly conservative,strong democrat,110,1
2018,59,high school,below average,not too happy,NA,married,female,NA,NA,110,3
2018,28,junior college,average,not too happy,fair,divorced,female,NA,independent,110,3
2018,54,high school,average,pretty happy,good,married,male,moderate,strong democrat,61,2
2018,71,bachelor,average,very happy,NA,married,female,moderate,strong democrat,61,1
2018,58,junior college,above average,pretty happy,good,married,female,moderate,"ind,near rep",110,2
2018,88,lt high school,average,pretty happy,NA,widowed,female,NA,independent,110,2
2018,34,high school,average,pretty happy,good,married,male,moderate,"ind,near rep",61,2
2018,52,high school,below average,pretty happy,fair,never married,female,conservative,independent,61,2
2018,71,lt high school,average,not too happy,excellent,married,female,moderate,independent,154,3
2018,21,high school,average,pretty happy,fair,married,female,moderate,"ind,near dem",61,2
2018,23,high school,far below average,very happy,excellent,never married,male,moderate,independent,61,1
2018,82,high school,below average,very happy,fair,widowed,male,extremely liberal,strong democrat,14,1
2018,34,high school,below average,pretty happy,excellent,married,male,moderate,not str democrat,110,2
2018,32,high school,far below average,not too happy,NA,divorced,female,NA,not str democrat,61,3
2018,43,graduate,below average,pretty happy,good,divorced,female,moderate,not str democrat,14,2
2018,75,high school,average,pretty happy,fair,widowed,female,moderate,strong democrat,14,2
2018,46,high school,below average,very happy,NA,married,male,slghtly conservative,"ind,near rep",61,1
2018,33,high school,average,not too happy,good,never married,male,conservative,independent,61,3
2018,79,lt high school,far below average,not too happy,NA,divorced,female,conservative,"ind,near rep",14,3
2018,50,high school,below average,pretty happy,good,divorced,female,extrmly conservative,independent,61,2
2018,40,bachelor,average,very happy,good,divorced,female,moderate,independent,61,1
2018,89,lt high school,below average,not too happy,poor,widowed,female,NA,strong democrat,14,3
2018,65,high school,average,very happy,NA,married,male,conservative,independent,110,1
2018,69,high school,average,pretty happy,good,divorced,female,slghtly conservative,strong democrat,14,2
2018,73,high school,below average,very happy,NA,divorced,male,slghtly conservative,strong democrat,61,1
2018,53,lt high school,average,pretty happy,good,never married,female,liberal,not str democrat,110,2
2018,46,junior college,average,pretty happy,fair,married,female,conservative,not str republican,61,2
2018,56,high school,average,not too happy,good,divorced,female,moderate,"ind,near dem",14,3
2018,71,high school,above average,very happy,NA,married,male,conservative,strong republican,61,1
2018,33,high school,average,very happy,excellent,never married,male,moderate,independent,14,1
2018,68,high school,average,not too happy,NA,divorced,female,liberal,strong democrat,14,3
2018,89,high school,average,pretty happy,good,widowed,female,moderate,other party,14,2
2018,19,lt high school,below average,not too happy,fair,never married,male,NA,independent,14,3
2018,26,bachelor,below average,not too happy,excellent,never married,male,conservative,"ind,near dem",110,3
2018,28,graduate,average,very happy,excellent,divorced,female,moderate,not str republican,14,1
2018,70,high school,below average,not too happy,fair,divorced,male,moderate,strong democrat,14,3
2018,38,lt high school,below average,not too happy,good,married,female,extremely liberal,strong democrat,61,3
2018,39,graduate,above average,very happy,excellent,married,male,slghtly conservative,not str republican,61,1
2018,19,high school,above average,pretty happy,good,never married,male,slightly liberal,not str democrat,154,2
2018,45,graduate,above average,pretty happy,NA,married,male,moderate,independent,96,2
2018,47,graduate,above average,very happy,excellent,married,female,liberal,strong democrat,61,1
2018,46,graduate,average,very happy,excellent,married,male,moderate,not str democrat,61,1
2018,19,lt high school,above average,pretty happy,excellent,never married,female,moderate,not str republican,110,2
2018,48,bachelor,above average,pretty happy,NA,divorced,female,moderate,not str democrat,14,2
2018,38,high school,above average,very happy,good,married,female,moderate,"ind,near dem",61,1
2018,24,bachelor,average,pretty happy,excellent,never married,male,extremely liberal,other party,61,2
2018,54,high school,below average,pretty happy,fair,never married,female,extrmly conservative,strong democrat,14,2
2018,50,junior college,average,very happy,NA,widowed,male,moderate,strong democrat,61,1
2018,48,high school,average,pretty happy,NA,divorced,male,slightly liberal,not str democrat,306,2
2018,25,high school,below average,pretty happy,good,never married,male,extremely liberal,not str democrat,61,2
2018,59,high school,far below average,very happy,fair,divorced,male,extrmly conservative,"ind,near dem",14,1
2018,25,high school,average,pretty happy,NA,never married,male,moderate,independent,154,2
2018,28,junior college,below average,very happy,excellent,married,female,NA,not str democrat,61,1
2018,40,high school,average,not too happy,good,never married,female,conservative,strong democrat,14,3
2018,73,graduate,average,very happy,NA,married,female,liberal,strong democrat,61,1
2018,50,lt high school,average,pretty happy,good,married,male,moderate,"ind,near rep",61,2
2018,20,high school,average,very happy,good,never married,female,slightly liberal,not str democrat,154,1
2018,43,high school,average,very happy,good,married,male,moderate,"ind,near dem",61,1
2018,68,bachelor,above average,pretty happy,good,married,female,conservative,strong republican,199,2
2018,18,high school,above average,very happy,excellent,never married,male,moderate,not str republican,110,1
2018,54,high school,above average,very happy,excellent,married,female,liberal,strong democrat,61,1
2018,71,graduate,below average,pretty happy,NA,divorced,female,moderate,independent,14,2
2018,28,high school,average,very happy,good,married,female,moderate,"ind,near dem",61,1
2018,46,bachelor,average,not too happy,fair,never married,male,moderate,strong democrat,14,3
2018,47,lt high school,average,pretty happy,NA,married,male,moderate,independent,61,2
2018,65,high school,average,not too happy,poor,widowed,female,moderate,"ind,near rep",14,3
2018,18,high school,average,pretty happy,good,never married,male,moderate,not str republican,277,2
2018,57,high school,average,pretty happy,good,married,female,liberal,strong democrat,14,2
2018,65,bachelor,far below average,pretty happy,NA,widowed,female,liberal,strong democrat,14,2
2018,25,high school,average,pretty happy,excellent,never married,female,moderate,not str democrat,61,2
2018,30,high school,average,pretty happy,good,never married,male,slghtly conservative,strong democrat,14,2
2018,37,high school,average,very happy,poor,never married,female,moderate,strong democrat,14,1
2018,68,high school,average,pretty happy,good,married,female,moderate,"ind,near dem",61,2
2018,47,high school,average,pretty happy,NA,divorced,male,extremely liberal,strong democrat,61,2
2018,61,lt high school,average,pretty happy,NA,never married,male,conservative,"ind,near dem",14,2
2018,23,high school,average,not too happy,fair,never married,male,moderate,not str democrat,61,3
2018,27,high school,average,very happy,excellent,never married,male,moderate,other party,14,1
2018,19,high school,average,not too happy,good,never married,male,slghtly conservative,independent,110,3
2018,54,bachelor,above average,very happy,good,married,male,extremely liberal,strong democrat,61,1
2018,34,junior college,below average,very happy,excellent,married,female,liberal,strong democrat,61,1
2018,89,graduate,above average,very happy,fair,widowed,female,slightly liberal,strong democrat,14,1
2018,34,high school,average,very happy,excellent,married,male,moderate,not str democrat,61,1
2018,64,bachelor,far above average,very happy,NA,married,male,conservative,strong republican,110,1
2018,36,bachelor,above average,very happy,excellent,married,female,moderate,"ind,near dem",61,1
2018,42,bachelor,above average,very happy,NA,divorced,female,moderate,independent,61,1
2018,44,junior college,average,pretty happy,good,married,female,moderate,independent,61,2
2018,44,high school,above average,very happy,excellent,widowed,male,conservative,strong republican,199,1
2018,43,bachelor,above average,pretty happy,fair,never married,male,slightly liberal,"ind,near dem",61,2
2018,77,bachelor,average,pretty happy,good,widowed,female,moderate,"ind,near dem",14,2
2018,43,high school,NA,pretty happy,fair,divorced,male,NA,NA,14,2
2018,36,high school,below average,pretty happy,fair,divorced,male,moderate,"ind,near rep",110,2
2018,30,bachelor,above average,pretty happy,good,never married,male,liberal,strong democrat,14,2
2018,58,bachelor,average,very happy,NA,divorced,male,moderate,"ind,near dem",14,1
2018,89,bachelor,average,pretty happy,good,divorced,female,slghtly conservative,not str republican,61,2
2018,62,high school,below average,not too happy,poor,never married,male,conservative,independent,14,3
2018,76,high school,far below average,very happy,good,widowed,female,conservative,independent,14,1
2018,51,junior college,average,pretty happy,good,married,female,extremely liberal,strong democrat,61,2
2018,27,junior college,average,pretty happy,good,never married,female,slightly liberal,not str democrat,110,2
2018,73,high school,below average,very happy,excellent,married,male,liberal,independent,61,1
2018,28,lt high school,average,pretty happy,excellent,never married,male,moderate,"ind,near rep",154,2
2018,34,bachelor,above average,pretty happy,good,married,male,liberal,not str democrat,61,2
2018,40,high school,far below average,pretty happy,NA,never married,female,moderate,not str republican,14,2
2018,35,bachelor,average,very happy,good,married,female,moderate,not str democrat,61,1
2018,70,high school,below average,very happy,NA,widowed,male,moderate,not str republican,14,1
2018,82,high school,average,very happy,excellent,widowed,female,slightly liberal,not str republican,14,1
2018,52,junior college,below average,pretty happy,good,divorced,female,liberal,strong democrat,61,2
2018,56,high school,above average,pretty happy,NA,divorced,male,moderate,"ind,near dem",61,2
2018,46,high school,average,very happy,excellent,married,female,conservative,strong republican,61,1
2018,33,high school,below average,very happy,excellent,married,female,conservative,strong republican,61,1
2018,23,lt high school,average,pretty happy,excellent,never married,female,moderate,not str republican,61,2
2018,48,high school,above average,pretty happy,good,married,male,moderate,independent,199,2
2018,55,junior college,above average,pretty happy,good,divorced,male,slightly liberal,"ind,near dem",14,2
2018,56,high school,average,pretty happy,good,divorced,female,moderate,not str democrat,14,2
2018,74,bachelor,above average,very happy,good,married,female,extremely liberal,not str republican,61,1
2018,28,high school,average,pretty happy,fair,never married,female,slghtly conservative,not str republican,14,2
2018,24,high school,below average,pretty happy,good,married,female,conservative,independent,110,2
2018,62,bachelor,average,not too happy,NA,married,male,slghtly conservative,"ind,near dem",61,3
2018,74,junior college,below average,not too happy,good,widowed,female,liberal,strong democrat,61,3
2018,24,high school,average,pretty happy,NA,never married,female,slightly liberal,not str republican,61,2
2018,29,high school,average,pretty happy,fair,married,female,extremely liberal,strong democrat,110,2
2018,59,high school,average,very happy,NA,widowed,female,slightly liberal,not str democrat,61,1
2018,73,junior college,average,pretty happy,good,never married,male,slightly liberal,strong democrat,14,2
2018,65,lt high school,average,very happy,excellent,married,male,slghtly conservative,not str democrat,61,1
2018,19,high school,average,very happy,NA,married,female,moderate,"ind,near rep",238,1
2018,22,high school,below average,very happy,good,never married,female,NA,independent,154,1
2018,40,bachelor,average,pretty happy,NA,married,male,slghtly conservative,"ind,near rep",61,2
2018,48,lt high school,average,pretty happy,poor,married,male,liberal,not str democrat,61,2
2018,61,high school,far above average,not too happy,NA,married,male,slightly liberal,not str democrat,61,3
2018,49,graduate,above average,very happy,excellent,married,female,slightly liberal,"ind,near dem",110,1
2018,39,high school,average,pretty happy,good,married,male,slightly liberal,"ind,near dem",61,2
2018,45,junior college,average,not too happy,fair,separated,female,moderate,"ind,near dem",14,3
2018,60,high school,below average,pretty happy,NA,never married,male,liberal,other party,95,2
2018,32,bachelor,average,very happy,good,never married,male,slightly liberal,"ind,near dem",61,1
2018,39,bachelor,average,not too happy,good,never married,male,moderate,"ind,near dem",14,3
2018,52,bachelor,far above average,pretty happy,NA,married,female,moderate,"ind,near dem",61,2
2018,44,high school,average,very happy,NA,married,female,moderate,"ind,near dem",199,1
2018,59,high school,far below average,very happy,NA,divorced,female,conservative,strong democrat,61,1
2018,46,high school,below average,not too happy,poor,divorced,female,liberal,strong democrat,14,3
2018,63,high school,far below average,pretty happy,good,never married,male,conservative,strong republican,14,2
2018,26,high school,average,pretty happy,good,never married,male,NA,independent,14,2
2018,31,high school,far below average,not too happy,NA,never married,male,slightly liberal,independent,14,3
2018,19,high school,below average,pretty happy,excellent,never married,male,moderate,"ind,near dem",110,2
2018,40,graduate,above average,very happy,NA,never married,female,moderate,independent,61,1
2018,64,high school,average,very happy,fair,married,male,moderate,strong democrat,61,1
2018,25,high school,above average,pretty happy,fair,never married,male,moderate,"ind,near rep",110,2
2018,56,high school,average,pretty happy,NA,married,male,slghtly conservative,independent,110,2
2018,41,junior college,average,pretty happy,good,married,female,moderate,independent,61,2
2018,54,bachelor,average,very happy,NA,divorced,female,liberal,"ind,near rep",14,1
2018,40,high school,average,pretty happy,good,separated,male,slghtly conservative,not str republican,199,2
2018,64,bachelor,far above average,not too happy,fair,married,male,moderate,not str republican,61,3
2018,56,bachelor,average,very happy,good,divorced,female,slghtly conservative,"ind,near rep",14,1
2018,71,high school,average,pretty happy,NA,widowed,female,moderate,NA,14,2
2018,50,bachelor,far below average,very happy,good,married,male,liberal,not str democrat,61,1
2018,69,high school,average,pretty happy,good,divorced,male,slightly liberal,NA,61,2
2018,49,high school,below average,pretty happy,NA,never married,male,moderate,"ind,near rep",61,2
2018,61,high school,average,pretty happy,NA,married,male,slghtly conservative,strong republican,61,2
2018,38,junior college,above average,not too happy,good,divorced,female,moderate,"ind,near rep",61,3
2018,74,bachelor,far above average,very happy,NA,married,male,liberal,not str democrat,61,1
2018,40,high school,average,pretty happy,NA,married,female,slghtly conservative,other party,199,2
2018,34,high school,average,pretty happy,good,married,male,NA,independent,154,2
2018,41,junior college,average,pretty happy,NA,divorced,male,moderate,independent,14,2
2018,78,lt high school,average,pretty happy,NA,married,male,extrmly conservative,strong republican,61,2
2018,47,lt high school,below average,very happy,fair,married,female,conservative,independent,110,1
2018,50,high school,below average,not too happy,good,never married,female,moderate,strong democrat,61,3
2018,41,high school,far below average,pretty happy,NA,separated,female,slightly liberal,"ind,near dem",61,2
2018,63,junior college,below average,pretty happy,good,divorced,female,moderate,strong democrat,290,2
2018,56,high school,average,very happy,fair,married,male,extrmly conservative,strong republican,61,1
2018,18,high school,average,very happy,excellent,never married,female,slightly liberal,not str republican,199,1
2018,25,high school,below average,very happy,good,married,male,moderate,independent,61,1
2018,55,junior college,average,very happy,NA,married,female,moderate,not str democrat,61,1
2018,58,high school,average,pretty happy,fair,divorced,male,moderate,not str democrat,61,2
2018,39,junior college,below average,pretty happy,excellent,married,female,moderate,not str democrat,61,2
2018,42,bachelor,average,very happy,NA,married,female,slightly liberal,"ind,near rep",61,1
2018,25,high school,average,very happy,excellent,never married,male,moderate,independent,154,1
2018,76,lt high school,average,pretty happy,NA,married,female,slightly liberal,"ind,near dem",61,2
2018,53,bachelor,below average,very happy,good,divorced,female,moderate,independent,61,1
2018,57,high school,below average,not too happy,good,never married,male,liberal,strong democrat,14,3
2018,53,junior college,average,very happy,good,married,female,moderate,not str republican,199,1
2018,63,high school,below average,not too happy,good,married,male,conservative,"ind,near rep",198,3
2018,62,bachelor,above average,pretty happy,good,married,female,slightly liberal,"ind,near rep",61,2
2018,56,bachelor,average,very happy,NA,married,female,NA,strong democrat,277,1
2018,70,high school,below average,not too happy,good,divorced,male,slightly liberal,not str democrat,14,3
2018,35,bachelor,above average,pretty happy,NA,never married,male,moderate,independent,61,2
2018,64,bachelor,average,pretty happy,excellent,married,female,slightly liberal,independent,61,2
2018,32,high school,average,pretty happy,good,married,male,liberal,other party,61,2
2018,27,bachelor,below average,very happy,good,never married,female,conservative,strong republican,110,1
2018,67,high school,average,very happy,NA,married,male,conservative,strong republican,61,1
2018,27,high school,below average,pretty happy,good,married,female,moderate,"ind,near rep",306,2
2018,31,high school,below average,not too happy,poor,never married,male,conservative,other party,110,3
2018,79,high school,below average,very happy,good,married,female,conservative,strong republican,61,1
2018,41,high school,average,very happy,NA,divorced,female,moderate,other party,110,1
2018,29,high school,average,pretty happy,fair,married,female,moderate,not str democrat,61,2
2018,42,lt high school,far below average,very happy,good,never married,female,moderate,independent,95,1
2018,89,high school,below average,pretty happy,NA,widowed,female,moderate,"ind,near dem",14,2
2018,52,bachelor,average,very happy,fair,married,female,moderate,strong republican,110,1
2018,78,bachelor,average,very happy,excellent,married,male,extremely liberal,"ind,near dem",199,1
2018,77,high school,far above average,very happy,excellent,married,male,conservative,strong republican,61,1
2018,42,bachelor,average,very happy,NA,divorced,female,slightly liberal,strong democrat,61,1
2018,45,bachelor,above average,pretty happy,excellent,married,male,conservative,strong republican,61,2
2018,64,graduate,average,very happy,NA,married,female,moderate,independent,61,1
2018,83,high school,far below average,very happy,NA,divorced,female,extremely liberal,other party,110,1
2018,49,graduate,average,very happy,excellent,married,female,liberal,strong democrat,199,1
2018,31,bachelor,average,pretty happy,NA,married,female,slghtly conservative,not str republican,61,2
2018,42,bachelor,above average,pretty happy,NA,married,female,slghtly conservative,not str republican,199,2
2018,25,high school,far below average,not too happy,poor,never married,female,liberal,independent,61,3
2018,47,bachelor,average,pretty happy,NA,married,male,conservative,not str republican,61,2
2018,48,junior college,average,pretty happy,excellent,married,female,moderate,"ind,near rep",61,2
2018,53,high school,below average,pretty happy,good,widowed,female,moderate,not str republican,61,2
2018,57,bachelor,average,pretty happy,NA,divorced,male,slightly liberal,not str democrat,110,2
2018,84,high school,average,pretty happy,good,widowed,female,slghtly conservative,independent,14,2
2018,83,high school,below average,pretty happy,fair,widowed,female,moderate,not str democrat,14,2
2018,68,bachelor,below average,pretty happy,NA,widowed,female,moderate,"ind,near dem",14,2
2018,64,high school,average,not too happy,good,never married,male,slightly liberal,not str republican,14,3
2018,63,bachelor,below average,pretty happy,good,divorced,female,liberal,strong democrat,61,2
2018,70,high school,far below average,not too happy,poor,widowed,female,moderate,not str democrat,61,3
2018,21,high school,below average,not too happy,good,never married,male,slightly liberal,"ind,near dem",277,3
2018,29,high school,average,very happy,NA,never married,male,moderate,independent,61,1
2018,56,lt high school,average,pretty happy,good,divorced,male,moderate,"ind,near dem",14,2
2018,27,high school,above average,pretty happy,excellent,never married,male,moderate,not str democrat,61,2
2018,53,lt high school,average,very happy,good,married,female,conservative,"ind,near dem",61,1
2018,68,high school,below average,not too happy,NA,married,male,moderate,independent,110,3
2018,44,high school,average,pretty happy,good,divorced,male,slghtly conservative,"ind,near dem",61,2
2018,68,lt high school,below average,very happy,fair,married,female,moderate,strong democrat,61,1
2018,39,high school,above average,pretty happy,NA,never married,male,moderate,not str democrat,14,2
2018,57,high school,below average,not too happy,good,divorced,male,moderate,not str republican,14,3
2018,25,high school,far above average,pretty happy,NA,never married,male,extrmly conservative,independent,14,2
2018,42,high school,average,very happy,fair,never married,female,conservative,independent,61,1
2018,25,high school,average,not too happy,good,never married,male,moderate,independent,110,3
2018,19,high school,average,pretty happy,NA,never married,female,liberal,independent,154,2
2018,66,high school,far below average,pretty happy,fair,never married,female,extrmly conservative,NA,95,2
2018,74,junior college,below average,very happy,excellent,separated,male,moderate,independent,14,1
2018,69,graduate,below average,not too happy,good,divorced,female,NA,other party,14,3
2018,26,high school,below average,not too happy,NA,never married,female,extrmly conservative,"ind,near dem",61,3
2018,69,high school,average,pretty happy,poor,widowed,male,conservative,not str democrat,14,2
2018,27,high school,average,pretty happy,NA,married,female,slghtly conservative,not str democrat,14,2
2018,53,high school,average,pretty happy,NA,never married,male,moderate,independent,14,2
2018,35,high school,average,pretty happy,NA,divorced,male,moderate,independent,14,2
2018,32,high school,below average,pretty happy,good,married,female,moderate,not str democrat,61,2
2018,19,high school,above average,not too happy,fair,never married,female,liberal,other party,110,3
2018,56,high school,average,pretty happy,NA,married,male,slghtly conservative,not str republican,61,2
2018,69,junior college,average,pretty happy,good,divorced,male,slghtly conservative,independent,14,2
2018,66,high school,below average,not too happy,NA,married,female,extremely liberal,"ind,near dem",61,3
2018,69,bachelor,average,very happy,poor,widowed,female,slightly liberal,other party,14,1
2018,43,high school,below average,pretty happy,poor,never married,male,NA,independent,14,2
2018,43,high school,average,very happy,NA,divorced,female,extrmly conservative,strong republican,14,1
2018,44,bachelor,NA,pretty happy,good,married,female,slghtly conservative,not str republican,61,2
2018,58,bachelor,above average,pretty happy,good,widowed,male,slightly liberal,strong democrat,61,2
2018,38,high school,average,pretty happy,NA,married,male,moderate,other party,61,2
2018,49,bachelor,average,not too happy,good,married,female,moderate,"ind,near rep",61,3
2018,51,high school,above average,pretty happy,NA,married,male,conservative,not str republican,61,2
2018,59,graduate,average,very happy,good,married,female,conservative,strong republican,61,1
2018,68,junior college,below average,pretty happy,good,divorced,male,slightly liberal,not str democrat,14,2
2018,73,graduate,above average,pretty happy,NA,married,male,extrmly conservative,not str republican,110,2
2018,67,graduate,above average,very happy,fair,married,male,conservative,not str republican,61,1
2018,70,graduate,above average,not too happy,good,married,male,conservative,not str republican,61,3
2018,61,bachelor,below average,very happy,excellent,married,female,conservative,strong republican,61,1
2018,50,junior college,above average,pretty happy,NA,married,female,moderate,"ind,near rep",306,2
2018,67,bachelor,above average,pretty happy,excellent,married,male,liberal,strong democrat,61,2
2018,39,graduate,above average,very happy,excellent,married,male,conservative,other party,61,1
2018,48,graduate,above average,very happy,good,married,female,extrmly conservative,"ind,near rep",61,1
2018,19,high school,below average,very happy,excellent,never married,female,conservative,strong republican,61,1
2018,58,high school,far below average,pretty happy,NA,married,male,moderate,"ind,near dem",61,2
2018,54,junior college,above average,pretty happy,NA,separated,female,moderate,"ind,near dem",14,2
2018,20,lt high school,NA,not too happy,good,never married,male,moderate,"ind,near dem",110,3
2018,89,high school,below average,very happy,NA,widowed,female,moderate,strong democrat,14,1
2018,44,lt high school,below average,very happy,fair,married,female,moderate,other party,277,1
2018,59,high school,average,pretty happy,fair,married,male,moderate,independent,198,2
2018,47,bachelor,average,very happy,NA,married,female,slghtly conservative,"ind,near dem",61,1
2018,46,graduate,average,pretty happy,good,married,female,extrmly conservative,not str republican,61,2
2018,55,high school,average,pretty happy,good,married,male,extremely liberal,independent,61,2
2018,65,high school,below average,pretty happy,NA,married,male,moderate,strong republican,110,2
2018,23,junior college,above average,pretty happy,good,never married,female,slightly liberal,independent,61,2
2018,28,lt high school,average,very happy,NA,married,female,slghtly conservative,not str democrat,154,1
2018,76,bachelor,below average,pretty happy,fair,widowed,female,conservative,"ind,near rep",14,2
2018,45,bachelor,average,pretty happy,good,separated,male,liberal,strong democrat,14,2
2018,40,lt high school,far below average,not too happy,fair,never married,female,moderate,independent,14,3
2018,77,high school,below average,pretty happy,good,divorced,female,extrmly conservative,strong republican,14,2
2018,74,graduate,average,very happy,fair,never married,male,liberal,"ind,near dem",14,1
2018,79,lt high school,below average,very happy,NA,married,female,conservative,strong republican,61,1
2018,70,lt high school,far above average,very happy,poor,married,male,slghtly conservative,not str democrat,154,1
2018,61,lt high school,below average,very happy,fair,married,male,moderate,not str democrat,61,1
2018,49,lt high school,average,very happy,NA,married,male,moderate,independent,110,1
2018,38,bachelor,average,not too happy,fair,married,male,moderate,independent,14,3
2018,25,bachelor,average,pretty happy,good,never married,female,slghtly conservative,not str republican,61,2
2018,36,high school,above average,pretty happy,NA,married,male,moderate,not str democrat,61,2
2018,75,bachelor,below average,pretty happy,good,widowed,female,conservative,strong republican,14,2
2018,22,high school,above average,pretty happy,NA,married,male,conservative,"ind,near rep",61,2
2018,45,high school,average,pretty happy,good,married,male,conservative,strong republican,110,2
2018,26,high school,average,pretty happy,good,never married,female,moderate,not str republican,61,2
2018,40,high school,average,pretty happy,good,never married,male,moderate,strong democrat,14,2
2018,26,high school,average,very happy,good,separated,female,extremely liberal,independent,61,1
2018,60,lt high school,below average,not too happy,NA,divorced,female,slghtly conservative,not str democrat,61,3
2018,32,high school,average,not too happy,good,married,male,moderate,"ind,near rep",61,3
2018,54,high school,below average,pretty happy,NA,divorced,female,slightly liberal,not str democrat,199,2
2018,27,lt high school,below average,not too happy,NA,never married,male,conservative,independent,14,3
2018,27,junior college,average,pretty happy,good,never married,female,NA,independent,14,2
2018,34,high school,average,pretty happy,good,never married,male,extrmly conservative,not str democrat,14,2
2018,37,bachelor,above average,very happy,good,married,female,conservative,"ind,near rep",199,1
2018,41,bachelor,below average,very happy,good,married,male,conservative,"ind,near rep",61,1
2018,32,high school,far below average,very happy,NA,divorced,female,slightly liberal,"ind,near rep",14,1
2018,43,graduate,below average,pretty happy,good,never married,male,moderate,not str democrat,14,2
2018,42,graduate,above average,pretty happy,good,married,male,liberal,"ind,near rep",199,2
2018,57,bachelor,average,very happy,NA,married,male,slghtly conservative,"ind,near rep",61,1
