"year","imdb","title","test","clean_test","binary","budget","domgross","intgross","code","budget_2013","domgross_2013","intgross_2013","period_code","decade_code","int_only","roi_total","roi_dom","roi_int"
2010,"tt0964517","The Fighter","men","men","FAIL",11000000,93617009,129262388,"2010FAIL",11750550,100004670,138082199,1,1,38077529,11.7511264579105,8.51063737442077,3.24048908348971
2010,"tt1139328","The Ghost Writer","men","men","FAIL",45000000,15541549,65532491,"2010FAIL",48070433,16601978,70003894,1,1,53401916,1.45627758335358,0.345367764837899,1.11090981851568
2010,"tt0775489","The Illusionist","nowomen","nowomen","FAIL",16500000,39868642,83792062,"2010FAIL",17625825,42588953,89509349,1,1,46920396,5.07830691613017,2.41628139392057,2.6620255222096
2010,"tt1155076","The Karate Kid","dubious-disagree","dubious","FAIL",40000000,176591618,359091618,"2010FAIL",42729274,188640789,383593100,1,1,194952311,8.97729037006339,4.41479040809352,4.56249996196987
2010,"tt0842926","The Kids Are All Right","ok","ok","PASS",4000000,20811365,36275469,"2010PASS",4272927,22231363,38750611,1,1,16519248,9.06886801482918,5.20284175226958,3.8660262625596
2010,"tt0954947","The Killer Inside Me","notalk","notalk","FAIL",13000000,217277,3617277,"2010FAIL",13887014,232102,3864090,1,1,3631988,0.278252041799627,0.0167136002023185,0.261538441597308
2010,"tt1504320","The King's Speech","ok-disagree","ok","PASS",15000000,138797449,430821166,"2010PASS",16023478,148267855,460216888,1,1,311949033,28.7214104203844,9.2531630773294,19.468247343055
2010,"tt0938283","The Last Airbender","notalk-disagree","notalk","FAIL",150000000,131772187,319713881,"2010FAIL",160234776,140763246,341528548,1,1,200765302,2.13142587723903,0.878481248040688,1.25294462919835
2010,"tt1320244","The Last Exorcism","ok","ok","PASS",1800000,41034350,70165900,"2010PASS",1922817,43834199,74953449,1,1,31119250,38.9810621603616,22.7968647042334,16.1841974561282
2010,"tt0480255","The Losers","notalk","notalk","FAIL",25000000,23591432,26714018,"2010FAIL",26705796,25201119,28536765,1,1,3335646,1.06856073490564,0.94365728697995,0.124903447925686
2010,"tt1458175","The Next Three Days","ok","ok","PASS",30000000,21148651,67255916,"2010PASS",32046955,22591662,71844911,1,1,49253249,2.24186388379177,0.70495502614835,1.53690885764342
2010,"tt1386588","The Other Guys","nowomen-disagree","nowomen","FAIL",100000000,119219978,170936470,"2010FAIL",106823184,127354577,182599780,1,1,55245203,1.70936470120569,1.19219978502045,0.517164916185236
2010,"tt1017451","The Runaways","ok","ok","PASS",9500000,3573673,5278632,"2010PASS",10148202,3817511,5638803,1,1,1821292,0.555645522231426,0.376176095036342,0.179469427195083
2010,"tt1285016","The Social Network","notalk-disagree","notalk","FAIL",40000000,96962694,224922135,"2010FAIL",42729274,103578637,240268986,1,1,136690349,5.6230533193707,2.42406732676993,3.19898599260076
2010,"tt0963966","The Sorcerer's Apprentice","notalk","notalk","FAIL",160000000,63150991,215150991,"2010FAIL",170917095,67459899,229831139,1,1,162371240,1.34469368906604,0.394693690528733,0.949999998537303
2010,"tt1273678","The Spy Next Door","ok","ok","PASS",28000000,24307106,50983364,"2010PASS",29910492,25965625,54462053,1,1,28496428,1.82083440820699,0.8681109291014,0.952723479105593
2010,"tt0889573","The Switch","men","men","FAIL",19000000,27758465,49858465,"2010FAIL",20296405,29652476,53260400,1,1,23607924,2.62412974120294,1.46097183220378,1.16315790899916
2010,"tt1274300","The Tempest","ok","ok","PASS",20000000,277943,277943,"2010PASS",21364637,296908,296908,1,1,0,0.013897170356791,0.013897170356791,0
2010,"tt1243957","The Tourist","nowomen","nowomen","FAIL",100000000,67631157,278731369,"2010FAIL",106823184,72245755,297749724,1,1,225503969,2.78731369774561,0.676311567346654,2.11100213039896
2010,"tt0840361","The Town","notalk","notalk","FAIL",37000000,92186262,152566881,"2010FAIL",39524578,98476300,162976800,1,1,64500500,4.12342922421588,2.49152059257913,1.63190863163675
2010,"tt1325004","The Twilight Saga: Eclipse","ok-disagree","ok","PASS",68000000,300531751,699590681,"2010PASS",72639765,321037586,747325041,1,1,426287455,10.2880982750977,4.41958458979045,5.86851368530721
2010,"tt0780653","The Wolfman","notalk-disagree","notalk","FAIL",150000000,62189884,142634358,"2010FAIL",160234776,66433214,152366563,1,1,85933349,0.950895721912452,0.414599225326717,0.536296496585735
2010,"tt1570989","Tiny Furniture","ok","ok","PASS",50000,391674,424149,"2010PASS",53412,418399,453089,1,1,34690,8.48290646296712,7.83342694525575,0.649479517711376
2010,"tt0435761","Toy Story 3","dubious-disagree","dubious","FAIL",200000000,415004880,1063759456,"2010FAIL",213646368,443321427,1136341723,1,1,693020296,5.31879728935996,2.07502440200622,3.24377288735374
2010,"tt1104001","Tron Legacy","notalk-disagree","notalk","FAIL",200000000,172062763,397562763,"2010FAIL",213646368,183802922,424689202,1,1,240886280,1.98781381577243,0.860313815397976,1.12750000037445
2010,"tt1403865","True Grit","ok-disagree","ok","PASS",35000000,171243005,252276928,"2010PASS",37388114,182927231,269490247,1,1,86563016,7.20791230603394,4.89265735629243,2.31525494974151
2010,"tt1465522","Tucker and Dale vs Evil","ok","ok","PASS",5000000,223838,5476793,"2010PASS",5341159,239111,5850485,1,1,5611374,1.09535870398166,0.0447676244051151,1.05059107957655
2010,"tt0477080","Unstoppable","dubious","dubious","FAIL",95000000,81562942,169511609,"2010FAIL",101482025,87128132,181077698,1,1,93949566,1.78433272296251,0.858557286376578,0.925775436585937
2010,"tt0817230","Valentine's Day","ok","ok","PASS",52000000,110485654,217569328,"2010PASS",55548056,118024294,232414484,1,1,114390190,4.18402552197326,2.12472411275743,2.05930140921583
2010,"tt1027718","Wall Street: Money Never Sleeps","dubious-disagree","dubious","FAIL",70000000,52474616,137431619,"2010FAIL",74776229,56055056,146808831,1,1,90753775,1.96330883441581,0.749637374733085,1.21367145968273
2010,"tt1183923","Welcome to the Rileys","ok","ok","PASS",10000000,152857,312857,"2010PASS",10682318,163287,334204,1,1,170917,0.0312857190733322,0.0152857273112446,0.0159999917620876
2010,"tt1235189","Wild Target","notalk","notalk","FAIL",8000000,109338,109338,"2010FAIL",8545855,116798,116798,1,1,0,0.013667210595078,0.013667210595078,0
2010,"tt1399683","Winter's Bone","ok-disagree","ok","PASS",2000000,6531503,16131552,"2010PASS",2136464,6977159,17232238,1,1,10255079,8.06577503763227,3.26575079196279,4.80002424566948
2010,"tt1216520","Womb","ok","ok","PASS",13000000,NA,NA,"2010PASS",13887014,NA,NA,1,1,NA,NA,NA,NA
2010,"tt1302067","Yogi Bear","nowomen","nowomen","FAIL",80000000,100246011,202284317,"2010FAIL",85458547,107085981,216086548,1,1,109000567,2.52855396663835,1.25307514296961,1.27547882366874
2010,"tt1414382","You Again","ok","ok","PASS",20000000,25702053,32838945,"2010PASS",21364637,27455751,35079607,1,1,7623856,1.64194725143236,1.28510262074661,0.356844630685745
2010,"tt1182350","You Will Meet a Tall Dark Stranger","ok","ok","PASS",15000000,3247816,34247816,"2010PASS",16023478,3469420,36584608,1,1,33115188,2.2831877074378,0.216521032450009,2.06666667498779
2009,"tt1022603","(500) Days of Summer","notalk-disagree","notalk","FAIL",7500000,32391374,60803210,"2009FAIL",8142987,35168338,66015966,2,2,30847628,8.10709460791231,4.31884982746503,3.78824478044727
2009,"tt0974661","17 Again","ok-disagree","ok","PASS",40000000,64167069,139474906,"2009PASS",43429264,69668214,151432312,2,2,81764098,3.48687263039963,1.60417671365557,1.88269591674406
2009,"tt1190080","2012","notalk-disagree","notalk","FAIL",200000000,166112167,788408539,"2009FAIL",217146319,180353228,856000062,2,2,675646834,3.94204270163106,0.830560834881111,3.11148186674995
2009,"tt0472033","9","nowomen","nowomen","FAIL",30000000,31749894,48559999,"2009FAIL",32571948,34471863,52723125,2,2,18251262,1.61866662073757,1.0583297934775,0.560336827260071
2009,"tt0971209","A Perfect Getaway","dubious-disagree","dubious","FAIL",14000000,15515460,22815460,"2009FAIL",15200242,16845625,24771466,2,2,7925841,1.6296757643727,1.10824715817024,0.521428606202454
2009,"tt1019452","A Serious Man","men","men","FAIL",7000000,9228788,30360570,"2009FAIL",7600121,10019987,32963430,2,2,22943443,4.3372243678752,1.31839835181571,3.01882601605948
2009,"tt1315981","A Single Man","notalk","notalk","FAIL",7000000,9176000,28142379,"2009FAIL",7600121,9962673,30555070,2,2,20592397,4.02033993932465,1.31085715609001,2.70948278323464
2009,"tt1185836","Adam","men","men","FAIL",3200000,2277396,2828590,"2009FAIL",3474341,2472641,3071090,2,2,598449,0.883934536074611,0.711686331307146,0.172248204767465
2009,"tt1091722","Adventureland","men-disagree","men","FAIL",9800000,16044025,17144025,"2009FAIL",10640170,17419505,18613810,2,2,1194305,1.74939028229812,1.63714536515864,0.112244917139482
2009,"tt1186830","Agora","notalk","notalk","FAIL",70000000,619423,38992292,"2009FAIL",76001212,672527,42335163,2,2,41662636,0.557032735214802,0.00884889835704199,0.54818383685776
2009,"tt1077262","Ajami","men-disagree","men","FAIL",1000000,621859,621859,"2009FAIL",1085732,675172,675172,2,2,0,0.621858801251137,0.621858801251137,0
2009,"tt0881891","All About Steve","ok","ok","PASS",15000000,33862903,40127259,"2009PASS",16285974,36766024,43567433,2,2,6801409,2.67515059277388,2.25752687558018,0.417623717193703
2009,"tt1174732","An Education","ok","ok","PASS",7500000,12574914,29652736,"2009PASS",8142987,13652981,32194912,2,2,18541931,3.95369807172724,1.67665513895577,2.27704293277148
2009,"tt0808151","Angels & Demons","nowomen","nowomen","FAIL",150000000,133375846,490875846,"2009FAIL",162859739,144810370,532959416,2,2,388149046,3.27250564978494,0.889172307957586,2.38333334182735
2009,"tt0913354","Armored","nowomen","nowomen","FAIL",20000000,15988876,23661038,"2009FAIL",21714632,17359628,25689537,2,2,8329909,1.18305191632997,0.799443803606711,0.383608112723255
2009,"tt0375568","Astro Boy","dubious","dubious","FAIL",65000000,19551067,44093014,"2009FAIL",70572554,21227211,47873178,2,2,26645967,0.678354052483349,0.300785642531798,0.377568409951551
2009,"tt0499549","Avatar","men-disagree","men","FAIL",425000000,760507625,2783918982,"2009FAIL",461435929,825707158,3022588801,2,2,2196881643,6.55039759810294,1.78942970433497,4.76096789376798
2009,"tt1176740","Away We Go","ok","ok","PASS",21000000,9451946,10108016,"2009PASS",22800364,10262276,10974592,2,2,712316,0.481334069929761,0.450092638871906,0.031241431057855
2009,"tt0889583","Br&uuml;no","nowomen-disagree","nowomen","FAIL",42000000,60054530,130788243,"2009FAIL",45600727,65203101,142000928,2,2,76797827,3.11400579205678,1.42986976940083,1.68413602265595
2009,"tt0901476","Bride Wars","ok","ok","PASS",30000000,58715510,115150424,"2009PASS",32571948,63749284,125022454,2,2,61273170,3.83834746389746,1.95718364772042,1.88116381617704
2009,"tt0810784","Bright Star","ok","ok","PASS",8500000,4444637,17260680,"2009PASS",9228719,4825683,18740466,2,2,13914783,2.03066817832464,0.522898465106587,1.50776971321805
2009,"tt1210042","Brooklyn's Finest","notalk","notalk","FAIL",17000000,27163593,39233233,"2009FAIL",18457437,29492371,42596761,2,2,13104390,2.30783726906396,1.59785841338643,0.709978855677525
2009,"tt0765010","Brothers","ok","ok","PASS",26000000,28544157,45043870,"2009PASS",28229022,30991293,48905553,2,2,17914260,1.7324565123085,1.09785216788594,0.634604344422559
2009,"tt1232207","Capitalism: A Love Story","notalk-disagree","notalk","FAIL",20000000,14363397,19121531,"2009FAIL",21714632,15594794,20760850,2,2,5166056,0.956076529411136,0.718169849712397,0.23790667969874
2009,"tt0795351","Case 39","ok","ok","PASS",27000000,13261851,29302804,"2009PASS",29314753,14398811,31814980,2,2,17416169,1.08528903518307,0.491179680074398,0.594109355108672
2009,"tt1352824","Chloe","men-disagree","men","FAIL",13000000,3075255,9675172,"2009FAIL",14114511,3338902,10504640,2,2,7165738,0.744243991166254,0.236558106759774,0.507685884406481
2009,"tt0844471","Cloudy with a Chance of Meatballs","notalk-disagree","notalk","FAIL",100000000,124870275,236827677,"2009FAIL",108573160,135575603,257131292,2,2,121555689,2.36827676379687,1.24870274568779,1.11957401810908
2009,"tt1035736","Coco avant Chanel","ok","ok","PASS",23000000,6113834,50813834,"2009PASS",24971827,6637983,55170185,2,2,48532202,2.20929710108916,0.265818876608428,1.94347822448073
2009,"tt0327597","Coraline","ok","ok","PASS",60000000,75286229,126037057,"2009PASS",65143896,81740638,136842415,2,2,55101777,2.10061760813323,1.25477048532682,0.84584712280641
2009,"tt0433362","Daybreakers","notalk","notalk","FAIL",20000000,30101577,51401577,"2009FAIL",21714632,32682233,55808316,2,2,23126083,2.5700788297955,1.50507883347966,1.06499999631585
2009,"tt1278340","Dead Snow","men-disagree","men","FAIL",800000,46742,2194020,"2009FAIL",868585,50749,2382117,2,2,2331368,2.74252606250396,0.0584272120748113,2.68409885042915
2009,"tt1136608","District 9","notalk-disagree","notalk","FAIL",30000000,115646235,215196627,"2009FAIL",32571948,125560771,233645777,2,2,108085006,7.17322086477603,3.85487447665089,3.31834638812514
2009,"tt1127180","Drag Me to Hell","ok","ok","PASS",30000000,42100625,91388487,"2009PASS",32571948,45709979,99223368,2,2,53513389,3.04628289348859,1.40335416843966,1.64292872504893
2009,"tt1191111","Enter the Void","notalk","notalk","FAIL",16000000,337997,337997,"2009FAIL",17371706,366974,366974,2,2,0,0.0211248106547509,0.0211248106547509,0
2009,"tt0780511","Everybody's Fine","men","men","FAIL",20000000,9208876,9208876,"2009FAIL",21714632,9998368,9998368,2,2,0,0.460443815027581,0.460443815027581,0
2009,"tt0432283","Fantastic Mr. Fox","notalk","notalk","FAIL",40000000,21002919,46498922,"2009FAIL",43429264,22803533,50485349,2,2,27681816,1.16247305042977,0.525072978441449,0.637400071988326
2009,"tt1013752","Fast & Furious","notalk","notalk","FAIL",85000000,155064265,363064265,"2009FAIL",92287186,168358172,394190344,2,2,225832172,4.27134427958395,1.82428546472313,2.44705881486082
2009,"tt1083456","Fired Up!","notalk","notalk","FAIL",20000000,17231291,18608570,"2009FAIL",21714632,18708557,20203912,2,2,1495355,0.930428477903747,0.861564543207548,0.0688639346961993
2009,"tt1232776","Fish Tank","ok","ok","PASS",3000000,374675,5922292,"2009PASS",3257195,406796,6430020,2,2,6023224,1.97409734449427,0.12489150941224,1.84920583508203
2009,"tt0758746","Friday the 13th","men","men","FAIL",17000000,65002019,91700771,"2009FAIL",18457437,70574746,99562425,2,2,28987679,5.39416306825265,3.82364821291277,1.57051485533988
2009,"tt1201167","Funny People","notalk","notalk","FAIL",72500000,51855045,71880305,"2009FAIL",78715541,56300661,78042718,2,2,21742057,0.991452475693459,0.715242000305886,0.276210475387573
2009,"tt0436339","G-Force","notalk","notalk","FAIL",150000000,119436770,287389685,"2009FAIL",162859739,129676275,312028062,2,2,182351787,1.91593124191363,0.796245135822058,1.11968610609157
2009,"tt1046173","G.I. Joe: The Rise of Cobra","notalk-disagree","notalk","FAIL",175000000,150201498,302469017,"2009FAIL",190003029,163078512,328400169,2,2,165321657,1.72839438786,0.85829427487706,0.870100112982936
2009,"tt1034032","Gamer","notalk","notalk","FAIL",50000000,20534907,35062683,"2009FAIL",54286580,22295397,38068663,2,2,15773266,0.701253661586344,0.410698132024526,0.290555529561818
2009,"tt1194263","Get Low","notalk-disagree","notalk","FAIL",7000000,9176933,9696933,"2009FAIL",7600121,9963686,10528267,2,2,564581,1.38527623441785,1.31099044344162,0.0742857909762226
2009,"tt1289406","Harry Brown","notalk","notalk","FAIL",7300000,1818681,6294140,"2009FAIL",7925841,1974599,6833747,2,2,4859148,0.862210962849242,0.249134318995297,0.613076643853946
2009,"tt0417741","Harry Potter and the Half-Blood Prince","ok-disagree","ok","PASS",250000000,301959197,934416487,"2009PASS",271432899,327846641,1014525504,2,2,686678863,3.73766594888706,1.20783678842114,2.52982916046592
2009,"tt1001508","He's Just Not That Into You","ok","ok","PASS",40000000,93953653,178390243,"2009PASS",43429264,102008450,193683923,2,2,91675473,4.45975605296926,2.34884132505676,2.1109147279125
2009,"tt1024744","I Come with the Rain","nowomen","nowomen","FAIL",18000000,0,627422,"2009FAIL",19543169,NA,681212,2,2,NA,0.0348567829506054,NA,NA
2009,"tt1045772","I Love You Phillip Morris","notalk-disagree","notalk","FAIL",13000000,2037459,15144685,"2009FAIL",14114511,2212134,16443063,2,2,14230929,1.16497574730007,0.15672764008615,1.00824810721392
2009,"tt1155056","I Love You, Man","men-disagree","men","FAIL",40000000,71440011,91729503,"2009FAIL",43429264,77564677,99593620,2,2,22028943,2.29323757363238,1.7860002647063,0.507237308926073
2009,"tt1080016","Ice Age: Dawn of the Dinosaurs","notalk","notalk","FAIL",90000000,196573705,886968695,"2009FAIL",97715844,213426283,963009937,2,2,749583654,9.85520768771132,2.18415227524413,7.67105541246719
2009,"tt0361748","Inglourious Basterds","dubious-disagree","dubious","FAIL",70000000,120831050,316971720,"2009FAIL",76001212,131190089,344146212,2,2,212956123,4.52816741922484,1.7261578539037,2.80200956532114
2009,"tt1057500","Invictus","notalk","notalk","FAIL",49000000,37491364,124491364,"2009FAIL",53200848,40705558,135164207,2,2,94458649,2.54064008528586,0.765129871614077,1.77551021367178
2009,"tt1230414","It's Complicated","ok","ok","PASS",85000000,112735375,224614744,"2009PASS",92287186,122400359,243871325,2,2,121470966,2.64252639580971,1.32629852859529,1.31622786721441
2009,"tt1131734","Jennifer's Body","ok","ok","PASS",16000000,16204793,32832166,"2009PASS",17371706,17594056,35646920,2,2,18052864,2.05201032069044,1.01279954887563,1.03921077181481
2009,"tt1135503","Julie & Julia","ok","ok","PASS",40000000,94125426,126646119,"2009PASS",43429264,102194949,137503693,2,2,35308744,3.16615296542903,2.35313564144214,0.813017323986886
2009,"tt0448011","Knowing","notalk","notalk","FAIL",50000000,79957634,187858642,"2009FAIL",54286580,86812530,203964063,2,2,117151533,3.75717282245446,1.59915268193355,2.15802014052092
2009,"tt1197624","Law Abiding Citizen","notalk-disagree","notalk","FAIL",53000000,73357727,131159781,"2009FAIL",57543775,79646802,142404318,2,2,62757516,2.4747128251492,1.38410804643943,1.09060477870977
2009,"tt0808526","Life During Wartime","ok","ok","PASS",4500000,281447,281447,"2009PASS",4885792,305576,305576,2,2,0,0.0625438004728814,0.0625438004728814,0
2009,"tt1149361","Micmacs (Micmacs &agrave; tire-larigot)","dubious","dubious","FAIL",42000000,1259693,11756922,"2009FAIL",45600727,1367688,12764862,2,2,11397174,0.279926721343719,0.0299926797219702,0.249934041621749
2009,"tt0892782","Monsters vs Aliens","dubious-disagree","dubious","FAIL",175000000,198351526,381687380,"2009FAIL",190003029,215356519,414410048,2,2,199053529,2.18107074493007,1.13343729378125,1.04763345114882
2009,"tt1182345","Moon","notalk-disagree","notalk","FAIL",5000000,5010163,10676073,"2009FAIL",5428658,5439692,11591350,2,2,6151658,2.13521463315611,1.0020325465336,1.13318208662251
2009,"tt1121977","Mother and Child","ok","ok","PASS",7000000,1110509,5010509,"2009PASS",7600121,1205715,5440068,2,2,4234353,0.715787024969734,0.158644184743901,0.557142840225833
2009,"tt1179891","My Bloody Valentine 3D","men","men","FAIL",14000000,51545952,102754998,"2009FAIL",15200242,55965069,111564348,2,2,55599279,7.33964288200148,3.68185381522215,3.65778906677933
2009,"tt1078588","My Sister's Keeper","ok","ok","PASS",27500000,49200230,96673002,"2009PASS",29857619,53418244,104960933,2,2,51542689,3.51538188627834,1.78909925804867,1.72628262822967
2009,"tt0875034","Nine","men-disagree","men","FAIL",80000000,19676965,53508858,"2009FAIL",86858528,21363903,58096258,2,2,36732355,0.668860724878966,0.245962066039157,0.422898658839809
2009,"tt1186367","Ninja Assassin","notalk-disagree","notalk","FAIL",50000000,38122883,61622883,"2009FAIL",54286580,41391219,66905911,2,2,25514692,1.23245765343847,0.762457664490929,0.469999988947545
2009,"tt1266029","Nowhere Boy","dubious","dubious","FAIL",1900000,1445366,7785229,"2009FAIL",2062890,1569280,8452669,2,2,6883389,4.09748895966338,0.760719185220734,3.33676977444265
2009,"tt1235796","Ondine","ok","ok","PASS",12000000,550472,550472,"2009PASS",13028779,597665,597665,2,2,0,0.0458726792433888,0.0458726792433888,0
2009,"tt1532957","Paa","men","men","FAIL",4300000,199228,9791282,"2009FAIL",4668646,216308,10630704,2,2,10414396,2.27704220881172,0.0463320628721904,2.23071014593953
2009,"tt1188729","Pandorum","notalk","notalk","FAIL",40000000,10330853,17033431,"2009FAIL",43429264,11216534,18493734,2,2,7277200,0.425835768250643,0.258271335199233,0.16756443305141
2009,"tt1003034","Perrier's Bounty","nowomen","nowomen","FAIL",6600000,828,828,"2009FAIL",7165829,899,899,2,2,0,0.00012545652429049,0.00012545652429049,0
2009,"tt0762125","Planet 51","notalk","notalk","FAIL",60000000,42194060,108996113,"2009FAIL",65143896,45811424,118340524,2,2,72529100,1.81660188085772,0.703234329122716,1.11336755173501
2009,"tt0929632","Precious: Based on the Novel Push by Sapphire","ok","ok","PASS",10000000,47566524,68722848,"2009PASS",10857316,51644478,74614567,2,2,22970089,6.87228473409082,4.75665238075414,2.11563235333668
2009,"tt1152836","Public Enemies","notalk","notalk","FAIL",102500000,97104620,210379983,"2009FAIL",111287489,105429554,228416195,2,2,122986641,2.05248763407718,0.947362142387811,1.10512549168937
2009,"tt0465580","Push","ok","ok","PASS",38000000,31811527,44411527,"2009PASS",41257801,34538780,48218998,2,2,13680218,1.16872438257192,0.837145440688902,0.331578941883015
2009,"tt0988045","Sherlock Holmes","notalk","notalk","FAIL",90000000,209028679,498438212,"2009FAIL",97715844,226949041,541170116,2,2,314221075,5.53820234106559,2.32254086655589,3.2156614745097
2009,"tt1017460","Splice","ok","ok","PASS",30000000,17010170,22461001,"2009PASS",32571948,18468479,24386618,2,2,5918139,0.748700016345353,0.567005663892132,0.181694352453221
2009,"tt0796366","Star Trek","ok-disagree","ok","PASS",140000000,257730019,385680446,"2009PASS",152002424,279825625,418745446,2,2,138919821,2.75486031722757,1.84092870124229,0.913931615985282
2009,"tt0473705","State of Play","ok","ok","PASS",60000000,37017955,91445389,"2009PASS",65143896,40191563,99285148,2,2,59093585,1.5240898088134,0.616965908824366,0.907123899989034
2009,"tt0986263","Surrogates","notalk","notalk","FAIL",80000000,38577772,119668350,"2009FAIL",86858528,41885106,129927709,2,2,88042603,1.49585437367762,0.482222148641524,1.0136322250361
2009,"tt0438488","Terminator Salvation","men-disagree","men","FAIL",200000000,125322469,371628539,"2009FAIL",217146319,136066564,403488847,2,2,267422283,1.85814269778158,0.62661234427833,1.23153035350325
2009,"tt0878804","The Blind Side","men","men","FAIL",35000000,255959475,305705795,"2009FAIL",38000606,277903289,331914441,2,2,54011152,8.73445126111936,7.31312782222473,1.42132343889463
2009,"tt1131729","The Boat That Rocked","nowomen-disagree","nowomen","FAIL",50000000,8017467,37472651,"2009FAIL",54286580,8704817,40685241,2,2,31980424,0.749453013986145,0.160349334955343,0.589103679030803
2009,"tt1300851","The Boondock Saints II: All Saints Day","nowomen","nowomen","FAIL",8000000,10273187,10273187,"2009FAIL",8685853,11153924,11153924,2,2,0,1.28414837322253,1.28414837322253,0
2009,"tt0362478","The Box","ok","ok","PASS",25000000,15051977,26341896,"2009PASS",27143290,16342407,28600229,2,2,12257822,1.05367584401154,0.602079077370503,0.451596766641037
2009,"tt0896923","The City of Your Final Destination","ok-disagree","ok","PASS",8300000,493296,1353296,"2009PASS",9011572,535587,1469316,2,2,933729,0.163047690236509,0.0594332487162062,0.103614441520303
2009,"tt1144884","The Final Destination","ok","ok","PASS",40000000,66477700,187384627,"2009PASS",43429264,72176939,203449410,2,2,131272471,4.68461565455035,1.66194248652245,3.0226731680279
2009,"tt1220198","The Fourth Kind","ok","ok","PASS",10000000,26218170,49486874,"2009PASS",10857316,28465896,53729463,2,2,25263567,4.94868741040603,2.62181703102314,2.3268703793829
2009,"tt1132620","The Girl with the Dragon Tattoo","dubious-disagree","dubious","FAIL",90000000,102515793,233170238,"2009FAIL",97715844,111304636,253160295,2,2,141855659,2.59078041632634,1.13906436708463,1.45171604924172
2009,"tt1103982","The Girlfriend Experience","dubious","dubious","FAIL",1300000,695840,1005840,"2009FAIL",1411451,755495,1092072,2,2,336577,0.773722927682222,0.535261231172743,0.238461696509479
2009,"tt1247662","The Good Guy","ok","ok","PASS",10000000,100688,100688,"2009PASS",10857316,109320,109320,2,2,0,0.0100687867977684,0.0100687867977684,0
2009,"tt1119646","The Hangover","notalk","notalk","FAIL",35000000,277322503,469553471,"2009FAIL",38000606,301097804,509809040,2,2,208711236,13.4158134215018,7.92350006207796,5.49231335942379
2009,"tt1054606","The Imaginarium of Doctor Parnassus","notalk","notalk","FAIL",30000000,7689607,64352607,"2009FAIL",32571948,8348849,69869659,2,2,61520810,2.14508690115801,0.256320223770467,1.88876667738755
2009,"tt1130080","The Informant!","notalk","notalk","FAIL",22000000,33316821,41771168,"2009FAIL",23886095,36173125,45352277,2,2,9179152,1.8986894676589,1.5144009516834,0.384288515975508
2009,"tt1058017","The Invention of Lying","men","men","FAIL",18500000,18451251,32679264,"2009FAIL",20086035,20033106,35480909,2,2,15447803,1.76644663817423,0.997364885603356,0.769081752570878
2009,"tt0824758","The Last Station","ok","ok","PASS",18000000,6617867,15696146,"2009PASS",19543169,7185227,17041802,2,2,9856575,0.872008117004975,0.367659257308781,0.504348859696194
2009,"tt0380510","The Lovely Bones","ok","ok","PASS",95000000,44114232,94894448,"2009PASS",103144502,47896216,103029901,2,2,55133685,0.998888927690979,0.464360339826935,0.534528587864043
2009,"tt1234548","The Men Who Stare at Goats","nowomen","nowomen","FAIL",24000000,32428195,67348218,"2009FAIL",26057558,35208316,73122088,2,2,37913772,2.80617577441447,1.35117481077851,1.45500096363596
2009,"tt0790712","The Messenger","notalk","notalk","FAIL",6500000,1109660,1409660,"2009FAIL",7057255,1204793,1530512,2,2,325719,0.216870723815421,0.170716943060723,0.0461537807546985
2009,"tt0780521","The Princess and the Frog","ok","ok","PASS",105000000,104400899,270997378,"2009PASS",114001818,113351355,294230416,2,2,180879061,2.58092740240335,0.994294275201822,1.58663312720153
2009,"tt1041829","The Proposal","men-disagree","men","FAIL",40000000,163958031,314709717,"2009FAIL",43429264,178014415,341690283,2,2,163675868,7.86774288875814,4.09895076739039,3.76879212136775
2009,"tt0898367","The Road","notalk-disagree","notalk","FAIL",25000000,8114270,27614270,"2009FAIL",27143290,8809919,29981685,2,2,21171766,1.10457077973967,0.324570787107974,0.779999992631697
2009,"tt0485601","The Secret of Kells","nowomen-disagree","nowomen","FAIL",8000000,690290,2600916,"2009FAIL",8685853,749470,2823897,2,2,2074427,0.325114528187387,0.0862862864476293,0.238828241739758
2009,"tt0821642","The Soloist","notalk","notalk","FAIL",60000000,31720158,38454152,"2009FAIL",65143896,34439578,41750888,2,2,7311310,0.640902533677138,0.528669301572015,0.112233232105123
2009,"tt1111422","The Taking of Pelham 123","nowomen","nowomen","FAIL",110000000,65452312,152364370,"2009FAIL",119430476,71063643,165426811,2,2,94363168,1.38513063449567,0.595021014569179,0.790109619926492
2009,"tt0452694","The Time Traveler's Wife","dubious","dubious","FAIL",39000000,63414846,98666635,"2009FAIL",42343532,68851502,107125483,2,2,38273981,2.5299137303898,1.62602170267705,0.903892027712757
2009,"tt1142988","The Ugly Truth","men","men","FAIL",38000000,88915214,205230042,"2009FAIL",41257801,96538057,222824741,2,2,126286684,5.4007905317106,2.33987402770206,3.06091650400854
2009,"tt1139668","The Unborn","ok","ok","PASS",16000000,42670410,78208812,"2009PASS",17371706,46328612,84913778,2,2,38585166,4.88805060366552,2.66690053354576,2.22115007011977
2009,"tt0962736","The Young Victoria","ok","ok","PASS",35000000,11001272,31878891,"2009PASS",38000606,11944429,34611919,2,2,22667490,0.910825448415217,0.314322066337574,0.596503382077644
