"d","s","y","spp"
7,0.214047,0,"black spruce"
16,0.214047,0,"paper birch"
10,0.214446,0,"cedar"
11,0.214446,0,"cedar"
9,0.214446,1,"cedar"
17,0.214446,1,"cedar"
9,0.214446,1,"cedar"
10,0.214446,1,"paper birch"
12,0.214446,0,"paper birch"
20,0.214446,0,"paper birch"
7,0.214931,0,"black spruce"
7,0.214931,0,"black spruce"
5,0.214931,0,"jackpine"
8,0.214931,0,"jackpine"
9,0.214931,0,"jackpine"
6,0.214931,0,"jackpine"
5,0.215521,0,"black spruce"
7,0.215521,0,"black spruce"
5,0.215521,1,"black spruce"
5,0.215521,0,"black spruce"
6,0.215521,0,"black spruce"
5,0.215521,0,"black spruce"
11,0.215521,0,"black spruce"
5,0.215521,0,"black spruce"
5,0.215521,0,"cedar"
6,0.215521,0,"cedar"
7,0.215975,0,"black spruce"
8,0.215975,0,"black spruce"
10,0.215975,0,"black spruce"
19,0.215975,1,"cedar"
17,0.215975,0,"jackpine"
18,0.215975,0,"jackpine"
7,0.215975,0,"jackpine"
5,0.215975,0,"jackpine"
5,0.216023,0,"black spruce"
11,0.216023,0,"cedar"
18,0.216023,0,"cedar"
15,0.216023,0,"jackpine"
27,0.21856,1,"aspen"
32,0.21856,1,"aspen"
16,0.21856,0,"cedar"
17,0.21856,1,"cedar"
15,0.21856,0,"paper birch"
20,0.21856,1,"paper birch"
15,0.218936,0,"cedar"
18,0.218936,1,"cedar"
14,0.218936,0,"cedar"
9,0.218936,0,"cedar"
21,0.218936,0,"red pine"
7,0.219577,1,"black spruce"
5,0.219577,1,"black spruce"
6,0.219577,1,"black spruce"
8,0.219577,0,"black spruce"
5,0.219577,0,"black spruce"
7,0.219577,0,"black spruce"
11,0.219577,1,"black spruce"
11,0.219577,1,"black spruce"
10,0.219577,1,"black spruce"
11,0.219577,1,"black spruce"
8,0.219577,0,"black spruce"
7,0.219577,0,"red pine"
6,0.219577,0,"red pine"
32,0.219823,1,"aspen"
12,0.219823,1,"cedar"
17,0.219823,0,"jackpine"
20,0.219823,1,"paper birch"
25,0.219823,1,"paper birch"
22,0.219823,1,"paper birch"
24,0.219823,1,"paper birch"
22,0.219823,1,"paper birch"
29,0.220692,1,"aspen"
30,0.220692,1,"aspen"
30,0.220692,1,"aspen"
12,0.220692,0,"aspen"
12,0.220692,1,"cedar"
47,0.220769,1,"aspen"
30,0.220787,0,"aspen"
15,0.220787,1,"black spruce"
6,0.220787,0,"cedar"
14,0.220787,0,"red pine"
16,0.220787,0,"red pine"
14,0.223505,0,"red pine"
10,0.223505,0,"red maple"
14,0.223505,0,"red maple"
17,0.223505,1,"red maple"
8,0.224639,0,"black spruce"
6,0.224639,1,"black spruce"
30,0.224639,1,"cedar"
6,0.224639,0,"red pine"
7,0.224639,0,"red pine"
5,0.224639,0,"red pine"
5,0.224639,0,"red pine"
8,0.224639,0,"red pine"
10,0.224701,0,"aspen"
8,0.224701,0,"aspen"
6,0.224701,0,"black spruce"
6,0.224701,0,"black spruce"
7,0.224701,0,"black spruce"
26,0.224701,1,"jackpine"
21,0.224701,1,"jackpine"
10,0.224701,0,"red pine"
6,0.224701,1,"red pine"
6,0.224701,0,"red pine"
6,0.224701,0,"red pine"
34,0.225786,1,"aspen"
19,0.225786,0,"cedar"
22,0.225786,0,"cedar"
12,0.22813,1,"aspen"
6,0.22813,0,"black spruce"
5,0.22813,0,"black spruce"
18,0.229101,1,"paper birch"
19,0.229101,1,"paper birch"
19,0.229101,0,"paper birch"
19,0.229101,0,"paper birch"
11,0.229207,1,"cedar"
18,0.229207,0,"paper birch"
16,0.229207,1,"paper birch"
18,0.229207,1,"paper birch"
18,0.229207,1,"paper birch"
12,0.229207,1,"paper birch"
9,0.230694,0,"black spruce"
12,0.230694,1,"black spruce"
14,0.230694,0,"red pine"
7,0.230694,0,"red pine"
6,0.230694,1,"red pine"
34,0.232239,1,"paper birch"
17,0.233663,0,"cedar"
12,0.233663,0,"cedar"
12,0.233663,0,"jackpine"
17,0.233663,0,"red pine"
11,0.233663,0,"red pine"
7,0.234421,0,"black spruce"
5,0.234421,0,"red pine"
17,0.235015,1,"cedar"
11,0.235015,0,"red pine"
8,0.235669,0,"cedar"
10,0.235669,0,"cedar"
12,0.235669,0,"cedar"
7,0.235669,0,"cedar"
17,0.235669,0,"paper birch"
5,0.235669,0,"red pine"
6,0.235722,0,"black spruce"
16,0.235722,0,"black spruce"
9,0.235989,0,"aspen"
6,0.235989,0,"black spruce"
6,0.235989,0,"black spruce"
5,0.235989,0,"cedar"
14,0.235989,0,"cedar"
12,0.235989,0,"cedar"
10,0.235989,1,"cedar"
21,0.236168,0,"cedar"
13,0.236168,0,"jackpine"
12,0.236168,0,"jackpine"
24,0.236168,0,"jackpine"
11,0.236168,0,"jackpine"
26,0.236168,0,"red pine"
14,0.236964,0,"aspen"
14,0.236964,1,"red pine"
15,0.236964,1,"red pine"
24,0.237264,0,"cedar"
28,0.237264,0,"red maple"
17,0.237264,0,"red maple"
16,0.237342,1,"black spruce"
8,0.237342,0,"black spruce"
11,0.237342,0,"jackpine"
7,0.237342,0,"jackpine"
7,0.237342,1,"jackpine"
6,0.237342,0,"jackpine"
7,0.237342,0,"jackpine"
5,0.237342,0,"jackpine"
9,0.237342,0,"jackpine"
17,0.239111,0,"red pine"
32,0.239111,0,"red pine"
21,0.239111,1,"red pine"
25,0.239669,1,"black ash"
22,0.239712,1,"cedar"
30,0.239712,1,"paper birch"
32,0.239712,1,"paper birch"
19,0.239752,0,"cedar"
25,0.239752,0,"jackpine"
27,0.239752,0,"jackpine"
15,0.239752,0,"red pine"
27,0.239752,0,"red pine"
15,0.243286,1,"cedar"
14,0.243286,0,"cedar"
20,0.243286,1,"cedar"
16,0.243286,1,"cedar"
9,0.243286,0,"jackpine"
12,0.2439,1,"cedar"
15,0.2439,1,"paper birch"
27,0.2439,1,"paper birch"
14,0.2439,0,"red pine"
9,0.2439,0,"red pine"
8,0.2439,0,"red pine"
8,0.2439,0,"red pine"
7,0.249347,0,"black spruce"
15,0.249347,0,"cedar"
14,0.249347,1,"cedar"
10,0.249347,1,"cedar"
17,0.249347,0,"cedar"
20,0.249347,1,"cedar"
29,0.251911,0,"black spruce"
16,0.251911,0,"cedar"
5,0.251911,0,"red pine"
6,0.251911,1,"red pine"
8,0.251911,0,"red pine"
9,0.251911,1,"red pine"
24,0.25329,0,"jackpine"
18,0.25329,0,"jackpine"
15,0.25329,0,"jackpine"
9,0.25329,0,"red pine"
22,0.25329,0,"red pine"
15,0.253428,0,"red pine"
10,0.253428,0,"red pine"
10,0.253428,0,"red pine"
12,0.253428,0,"red pine"
21,0.253428,0,"red pine"
13,0.253428,0,"red maple"
13,0.253428,0,"red maple"
6,0.253849,0,"black spruce"
6,0.253849,0,"black spruce"
9,0.253849,0,"black spruce"
20,0.25545,1,"cedar"
18,0.25545,1,"cedar"
22,0.25545,1,"cedar"
10,0.255518,0,"cedar"
17,0.255518,0,"cedar"
20,0.255518,0,"cedar"
15,0.255518,0,"cedar"
9,0.255518,0,"cedar"
12,0.256476,0,"red pine"
5,0.256476,0,"red pine"
5,0.256476,0,"red pine"
10,0.256476,0,"red pine"
16,0.256476,0,"red maple"
14,0.256476,1,"red maple"
13,0.256476,0,"red maple"
13,0.256476,0,"red maple"
6,0.256476,0,"red maple"
13,0.256476,0,"red maple"
17,0.256476,1,"red maple"
8,0.256767,0,"black spruce"
13,0.256767,1,"cedar"
9,0.256767,0,"cedar"
6,0.256767,0,"jackpine"
15,0.256767,0,"red pine"
6,0.257545,0,"jackpine"
10,0.257545,0,"jackpine"
14,0.257545,0,"jackpine"
13,0.257545,0,"jackpine"
9,0.257545,0,"jackpine"
9,0.257545,0,"jackpine"
9,0.257545,0,"jackpine"
16,0.257545,0,"jackpine"
15,0.257545,1,"paper birch"
22,0.257545,1,"paper birch"
12,0.258777,0,"cedar"
9,0.258777,0,"cedar"
15,0.258777,0,"cedar"
14,0.258777,0,"cedar"
35,0.258777,1,"paper birch"
10,0.258777,0,"red pine"
14,0.259414,0,"aspen"
10,0.259414,0,"aspen"
7,0.259414,0,"black spruce"
7,0.259414,0,"black spruce"
5,0.259414,0,"black spruce"
7,0.259414,0,"black spruce"
6,0.259414,0,"black spruce"
8,0.259414,0,"black spruce"
9,0.259414,0,"black spruce"
10,0.259414,0,"black spruce"
8,0.259414,0,"red pine"
32,0.260464,1,"aspen"
33,0.260464,1,"aspen"
15,0.260464,1,"cedar"
12,0.260464,0,"red pine"
52,0.263316,0,"black ash"
32,0.263781,1,"aspen"
32,0.263781,1,"aspen"
9,0.265896,1,"black spruce"
28,0.265896,1,"paper birch"
10,0.266083,1,"cedar"
21,0.266083,0,"paper birch"
9,0.266083,0,"red pine"
10.5,0.26803,0,"cedar"
28,0.26803,1,"paper birch"
27,0.26803,1,"paper birch"
23,0.26803,1,"paper birch"
24,0.26803,1,"paper birch"
7,0.268259,1,"black spruce"
5,0.268259,0,"cedar"
7,0.268259,0,"cedar"
8,0.268259,0,"cedar"
8,0.268259,0,"cedar"
6,0.268259,0,"cedar"
8,0.268259,0,"cedar"
18,0.268259,1,"paper birch"
13,0.268259,0,"red pine"
21,0.268259,1,"red pine"
23,0.268259,0,"red pine"
6,0.269299,1,"black spruce"
8,0.269299,0,"black spruce"
8,0.269299,0,"black spruce"
6,0.269299,0,"black spruce"
7,0.269299,0,"black spruce"
8,0.269299,0,"black spruce"
5,0.269299,0,"red pine"
26,0.271089,1,"aspen"
29,0.271089,1,"aspen"
22.5,0.271089,1,"aspen"
21,0.271089,1,"aspen"
25,0.273138,1,"aspen"
20,0.273138,1,"aspen"
16,0.273138,1,"aspen"
10,0.273138,0,"paper birch"
26,0.273138,1,"paper birch"
11,0.273138,0,"red pine"
20,0.273593,0,"black spruce"
22,0.273593,1,"cedar"
25.5,0.273593,0,"red pine"
9,0.273593,0,"red pine"
17,0.274002,1,"aspen"
16,0.274002,0,"aspen"
20,0.274002,1,"aspen"
17,0.274002,0,"aspen"
17,0.274002,0,"aspen"
21,0.274002,0,"aspen"
11,0.274002,1,"cedar"
15,0.274002,1,"cedar"
20,0.274002,1,"paper birch"
7,0.274106,0,"black spruce"
8,0.274106,0,"black spruce"
6,0.274106,0,"black spruce"
7,0.274106,0,"black spruce"
6,0.274106,0,"black spruce"
14,0.274106,1,"black spruce"
10,0.274106,0,"black spruce"
10,0.274106,0,"black spruce"
7,0.274106,0,"red pine"
32,0.275455,0,"aspen"
12,0.275455,0,"black spruce"
23,0.275455,0,"cedar"
16,0.275455,1,"cedar"
37,0.275455,0,"paper birch"
12,0.275455,0,"red maple"
11,0.275455,0,"red maple"
22,0.276947,1,"red pine"
6,0.279653,0,"black spruce"
25,0.279653,1,"cedar"
8,0.279653,0,"red pine"
31,0.279653,0,"red pine"
16,0.279653,0,"red pine"
11,0.279984,0,"cedar"
7,0.279984,0,"jackpine"
5,0.279984,0,"jackpine"
5,0.279984,0,"jackpine"
5,0.279984,0,"jackpine"
5,0.279984,0,"jackpine"
24,0.279984,0,"jackpine"
9,0.281498,0,"black spruce"
5,0.281498,0,"black spruce"
5,0.281498,0,"black spruce"
5,0.281498,0,"cedar"
11,0.281793,1,"black spruce"
15,0.281793,1,"cedar"
40,0.281793,0,"jackpine"
15,0.282007,0,"jackpine"
12,0.282007,0,"jackpine"
11,0.282007,1,"jackpine"
8,0.282007,1,"jackpine"
10,0.282007,0,"jackpine"
16,0.282007,0,"jackpine"
26,0.282007,1,"paper birch"
10,0.282255,0,"cedar"
6,0.283471,0,"black spruce"
5,0.283471,0,"black spruce"
7,0.283471,0,"black spruce"
6,0.283471,0,"black spruce"
6,0.283471,0,"black spruce"
5,0.283471,0,"black spruce"
8,0.283471,0,"black spruce"
7,0.283471,0,"black spruce"
8,0.283471,0,"black spruce"
6,0.283471,0,"black spruce"
6,0.283471,0,"red pine"
14,0.284814,1,"black spruce"
21,0.284814,1,"cedar"
11,0.284814,0,"red pine"
32,0.284814,0,"red pine"
17,0.28577,1,"cedar"
12,0.28577,0,"cedar"
19,0.28577,1,"cedar"
11,0.286221,0,"cedar"
11,0.286221,1,"cedar"
7,0.286221,0,"jackpine"
9,0.286221,0,"jackpine"
6,0.286221,0,"jackpine"
7,0.286221,0,"jackpine"
5,0.286221,0,"jackpine"
8,0.286221,0,"jackpine"
11,0.286221,0,"jackpine"
6,0.286221,0,"jackpine"
6,0.286221,0,"jackpine"
12,0.286221,0,"jackpine"
11,0.286221,0,"jackpine"
10,0.286221,0,"jackpine"
10,0.286221,0,"jackpine"
22.5,0.286992,1,"jackpine"
25,0.286992,0,"jackpine"
40,0.286992,1,"black ash"
20,0.287872,0,"aspen"
9,0.287872,1,"cedar"
14,0.287872,1,"cedar"
26,0.287872,0,"jackpine"
24.5,0.287872,0,"jackpine"
33,0.287872,1,"paper birch"
42,0.287872,0,"paper birch"
31,0.289339,1,"aspen"
13,0.289339,1,"aspen"
20,0.289339,1,"aspen"
13,0.289339,1,"cedar"
17,0.289339,1,"cedar"
8,0.289339,1,"red pine"
30,0.290151,1,"aspen"
8,0.290151,0,"black spruce"
6,0.290151,0,"black spruce"
7,0.290151,0,"jackpine"
7,0.290151,1,"jackpine"
6,0.290151,1,"jackpine"
8,0.290557,0,"black spruce"
7,0.290557,0,"cedar"
7,0.290557,0,"cedar"
26,0.290557,1,"paper birch"
7,0.290557,0,"red maple"
18,0.291864,1,"aspen"
14,0.291864,1,"aspen"
19,0.291864,1,"aspen"
17,0.291864,1,"aspen"
25,0.291864,1,"paper birch"
20,0.291864,1,"paper birch"
20,0.291864,1,"paper birch"
12,0.291864,1,"red pine"
10,0.291864,0,"red pine"
19,0.292881,1,"cedar"
27,0.293629,0,"aspen"
31,0.293629,0,"aspen"
12,0.293629,0,"black spruce"
10,0.293629,0,"red maple"
10,0.294195,1,"black spruce"
8,0.294195,0,"cedar"
10,0.294195,1,"cedar"
11,0.294195,0,"jackpine"
21,0.294195,1,"paper birch"
13,0.294195,0,"paper birch"
15,0.294195,0,"paper birch"
23,0.294195,1,"paper birch"
20,0.294195,0,"paper birch"
20,0.294195,0,"paper birch"
15,0.294195,1,"paper birch"
19,0.294195,0,"paper birch"
13,0.294591,1,"cedar"
39,0.294591,1,"paper birch"
8,0.295153,0,"cedar"
10,0.295153,0,"red pine"
18,0.295381,0,"jackpine"
8,0.295381,1,"jackpine"
34,0.295381,1,"paper birch"
33,0.295381,1,"paper birch"
12,0.296207,0,"balsam fir"
16,0.296207,1,"cedar"
15,0.297593,1,"paper birch"
10,0.297593,1,"paper birch"
27,0.297593,0,"paper birch"
18,0.300321,0,"aspen"
30,0.300321,0,"aspen"
12,0.300321,0,"black spruce"
7,0.300321,0,"black spruce"
7,0.300321,0,"black spruce"
10,0.300321,0,"black spruce"
12,0.300321,0,"red pine"
6,0.300321,0,"red pine"
10,0.300346,0,"cedar"
21,0.300346,1,"cedar"
31,0.302269,0,"cedar"
36,0.302269,1,"black ash"
20,0.302269,1,"black ash"
8,0.303317,0,"black spruce"
7,0.303317,1,"black spruce"
5,0.303317,0,"black spruce"
12,0.303317,0,"jackpine"
15,0.303317,0,"jackpine"
31,0.303317,0,"jackpine"
10,0.303317,0,"jackpine"
6,0.30554,0,"black spruce"
11,0.30554,1,"cedar"
20.5,0.30554,0,"jackpine"
17,0.30554,0,"jackpine"
22,0.30554,0,"jackpine"
14,0.30554,0,"jackpine"
31,0.30554,1,"paper birch"
7,0.305741,1,"black spruce"
13,0.305741,1,"black spruce"
24,0.305741,1,"paper birch"
8,0.306005,0,"black spruce"
20,0.306005,0,"jackpine"
16,0.30686,0,"cedar"
28,0.30686,1,"cedar"
25,0.307181,1,"aspen"
9,0.307181,1,"aspen"
21,0.307181,1,"black spruce"
8,0.307181,1,"black spruce"
6,0.307181,0,"red pine"
18,0.307181,1,"red maple"
15,0.307181,0,"red maple"
9,0.307181,0,"red maple"
18,0.307181,0,"red maple"
8,0.308675,0,"black spruce"
8,0.308675,0,"black spruce"
22,0.308675,0,"cedar"
16,0.309179,0,"black spruce"
19,0.309179,1,"cedar"
11,0.309538,0,"aspen"
7,0.309538,0,"aspen"
9,0.309538,0,"aspen"
13,0.309538,0,"aspen"
14,0.309538,0,"aspen"
33,0.309538,1,"cedar"
13,0.309538,0,"cedar"
8,0.309538,0,"red pine"
14,0.309538,0,"red maple"
9,0.310713,0,"black spruce"
14,0.310713,1,"black spruce"
25,0.310713,1,"cedar"
26,0.312282,1,"jackpine"
25,0.312282,1,"jackpine"
29,0.312282,0,"paper birch"
6,0.313393,0,"black spruce"
6,0.313393,0,"cedar"
9,0.313393,0,"cedar"
9,0.313393,0,"cedar"
9,0.313393,0,"cedar"
14,0.313393,1,"cedar"
5,0.313393,0,"cedar"
6,0.313393,0,"cedar"
7,0.313393,0,"jackpine"
6,0.313393,0,"jackpine"
7,0.313393,0,"jackpine"
7,0.313393,0,"jackpine"
7,0.313393,0,"jackpine"
18,0.313393,1,"paper birch"
7,0.313393,0,"red pine"
22,0.313403,1,"cedar"
9,0.313963,0,"black spruce"
28,0.313963,0,"jackpine"
29,0.313963,1,"jackpine"
20,0.313963,0,"jackpine"
22,0.313963,0,"jackpine"
22,0.313963,0,"jackpine"
14,0.313963,0,"jackpine"
16,0.313963,0,"jackpine"
42,0.313963,0,"jackpine"
17,0.314097,0,"cedar"
25,0.314097,0,"jackpine"
28,0.314097,0,"jackpine"
23,0.314097,0,"jackpine"
24,0.314097,0,"jackpine"
17,0.314097,0,"jackpine"
18,0.314097,1,"paper birch"
20,0.315073,0,"cedar"
6,0.315073,0,"red pine"
24,0.315073,0,"red maple"
11,0.315073,0,"red maple"
16,0.315073,0,"red maple"
17,0.315339,0,"red pine"
23,0.315339,0,"red pine"
14,0.316343,0,"cedar"
17,0.316343,1,"cedar"
12,0.316343,1,"cedar"
14,0.316343,1,"cedar"
10,0.316343,1,"cedar"
7,0.316343,1,"cedar"
12,0.316343,1,"cedar"
12,0.316343,1,"cedar"
8,0.316343,1,"cedar"
14,0.316343,0,"cedar"
7.5,0.320563,1,"black spruce"
9.5,0.320563,1,"black spruce"
13,0.321258,0,"black spruce"
13,0.321258,1,"black spruce"
13,0.321258,0,"black spruce"
10,0.321258,0,"black spruce"
13,0.321258,0,"cedar"
15,0.321258,0,"cedar"
16,0.321258,1,"cedar"
29,0.321258,1,"paper birch"
10,0.321258,0,"red pine"
17,0.323477,1,"aspen"
19,0.323477,1,"aspen"
21,0.323477,1,"aspen"
25,0.323477,1,"aspen"
14,0.323477,1,"aspen"
10,0.323477,1,"black spruce"
9,0.323477,1,"black spruce"
18,0.323477,1,"paper birch"
14,0.327542,0,"black spruce"
15,0.327542,1,"black spruce"
9,0.327542,0,"cedar"
13,0.327542,0,"cedar"
21,0.327542,1,"cedar"
10,0.327542,0,"cedar"
16,0.327542,1,"cedar"
24,0.327869,1,"cedar"
5,0.327869,0,"cedar"
9,0.327869,0,"cedar"
8,0.327869,0,"cedar"
7,0.327869,0,"cedar"
21,0.327869,0,"paper birch"
22,0.329412,0,"aspen"
16,0.329412,0,"aspen"
7,0.329412,0,"red pine"
7,0.329682,1,"black spruce"
32,0.329682,1,"cedar"
14,0.330004,0,"red maple"
10,0.330004,0,"red maple"
14,0.330004,0,"red maple"
29,0.330004,0,"red maple"
6,0.330004,0,"red maple"
18,0.3301,0,"red maple"
24,0.3301,0,"red maple"
26,0.330477,1,"paper birch"
20,0.330477,1,"paper birch"
10,0.330477,0,"red pine"
12,0.330477,0,"red pine"
12,0.330477,0,"red pine"
9,0.330477,0,"red pine"
19,0.330644,1,"aspen"
16,0.330644,1,"black spruce"
15,0.330644,1,"black spruce"
23,0.330644,0,"jackpine"
14,0.330644,0,"jackpine"
10,0.330644,0,"jackpine"
5,0.330644,0,"jackpine"
5,0.330644,0,"red pine"
15,0.332474,0,"aspen"
7,0.332474,0,"aspen"
10,0.332474,0,"aspen"
13,0.332474,0,"aspen"
11,0.332474,0,"aspen"
8,0.332474,0,"aspen"
15,0.332474,1,"black spruce"
27,0.332917,1,"cedar"
10,0.332917,0,"jackpine"
35,0.333407,1,"aspen"
9,0.333407,1,"black spruce"
7,0.333407,0,"black spruce"
8,0.333407,1,"black spruce"
5,0.333407,0,"black spruce"
16,0.333407,0,"jackpine"
16,0.333922,1,"aspen"
32,0.333922,1,"cedar"
8,0.333922,0,"red pine"
7,0.333922,0,"red maple"
23,0.334151,1,"black spruce"
37.5,0.334151,1,"paper birch"
25.5,0.334151,1,"paper birch"
5,0.335679,0,"black spruce"
18,0.335679,0,"jackpine"
41,0.335679,0,"jackpine"
30,0.335679,1,"paper birch"
25,0.335679,1,"paper birch"
8,0.336481,0,"black spruce"
9,0.336481,1,"black spruce"
11,0.336481,0,"black spruce"
13,0.336481,1,"black spruce"
10,0.336481,0,"cedar"
12,0.336481,1,"cedar"
23,0.336481,1,"paper birch"
18,0.336481,1,"paper birch"
35,0.336481,1,"paper birch"
5,0.338376,0,"aspen"
7,0.338376,0,"black spruce"
7,0.338376,0,"black spruce"
6,0.338376,0,"black spruce"
5,0.338376,0,"black spruce"
6,0.338376,0,"black spruce"
6,0.338376,0,"black spruce"
7,0.338376,0,"black spruce"
5,0.338376,0,"black spruce"
5,0.338376,0,"black spruce"
9,0.338376,0,"black spruce"
5,0.338376,1,"black spruce"
10,0.338376,1,"black spruce"
6,0.338376,0,"black spruce"
6,0.338376,0,"red pine"
6,0.341799,0,"black spruce"
7,0.341799,0,"black spruce"
18,0.341799,0,"cedar"
13,0.341799,0,"cedar"
21,0.341799,1,"cedar"
18,0.341799,0,"cedar"
11,0.342239,1,"cedar"
13,0.342239,0,"red pine"
25,0.342915,1,"aspen"
15,0.342915,1,"aspen"
30,0.342915,1,"aspen"
28,0.342915,1,"aspen"
30,0.342915,0,"aspen"
24,0.342915,1,"aspen"
15,0.342915,1,"aspen"
13,0.342915,1,"black spruce"
5,0.344517,0,"black spruce"
6,0.344517,0,"black spruce"
13,0.344517,0,"cedar"
17,0.344517,0,"paper birch"
22,0.345472,0,"paper birch"
30,0.345472,1,"paper birch"
16,0.345472,0,"paper birch"
16,0.345472,0,"paper birch"
21,0.345472,0,"paper birch"
14,0.345472,0,"paper birch"
18,0.345472,0,"paper birch"
10,0.346258,1,"red pine"
13,0.346258,1,"red pine"
27,0.34667,1,"paper birch"
22,0.34667,1,"paper birch"
32.5,0.34667,1,"paper birch"
8,0.347461,1,"cedar"
11,0.347461,1,"cedar"
14,0.347461,1,"cedar"
15,0.351904,0,"cedar"
12,0.351904,0,"red pine"
10,0.351904,0,"red maple"
12,0.351904,0,"red maple"
11,0.351904,0,"red maple"
6,0.35246,0,"black spruce"
6,0.35246,0,"black spruce"
5,0.35246,0,"black spruce"
8,0.35246,0,"red maple"
32,0.354582,1,"aspen"
6,0.354582,0,"black spruce"
5,0.354582,0,"black spruce"
22,0.354582,0,"jackpine"
14,0.354582,0,"jackpine"
18,0.354582,0,"jackpine"
17,0.354582,0,"jackpine"
38,0.354582,0,"jackpine"
12,0.354582,0,"jackpine"
18,0.356787,1,"black spruce"
10,0.356787,0,"black spruce"
8,0.356787,0,"black spruce"
7,0.356787,0,"black spruce"
7,0.356787,0,"red pine"
49.5,0.356803,1,"black ash"
28,0.356974,1,"aspen"
10,0.356974,1,"cedar"
31,0.35738,1,"aspen"
23,0.35738,1,"aspen"
29,0.35738,1,"aspen"
5,0.35738,0,"black spruce"
5,0.35738,0,"black spruce"
17,0.358291,0,"cedar"
6,0.358291,0,"red pine"
8,0.358713,0,"black spruce"
12,0.358713,0,"jackpine"
14,0.358713,0,"jackpine"
15,0.358713,0,"jackpine"
12,0.358713,0,"jackpine"
17,0.358713,0,"jackpine"
15,0.358713,0,"jackpine"
15,0.359444,1,"black spruce"
27,0.359444,1,"cedar"
18,0.359444,0,"cedar"
14,0.359444,1,"cedar"
12,0.359444,0,"red pine"
10,0.359694,0,"cedar"
14,0.359694,0,"red pine"
19,0.359694,0,"red pine"
13,0.359694,0,"red pine"
31,0.360357,1,"paper birch"
22,0.360357,1,"paper birch"
10,0.360357,0,"red pine"
12,0.36057,0,"black spruce"
13,0.36057,0,"black spruce"
30,0.36057,1,"cedar"
5,0.36057,0,"red maple"
29,0.362757,1,"paper birch"
25,0.362757,1,"paper birch"
14,0.362757,0,"red pine"
13,0.36291,1,"aspen"
18,0.36291,0,"aspen"
12,0.36291,0,"aspen"
9,0.36291,0,"aspen"
12,0.36291,0,"aspen"
11,0.36291,0,"aspen"
10,0.36291,0,"aspen"
8,0.36291,0,"black spruce"
24,0.363574,1,"aspen"
8,0.363574,0,"black spruce"
7,0.363574,0,"black spruce"
10,0.364261,1,"black spruce"
5,0.364261,0,"black spruce"
7,0.364261,1,"black spruce"
29,0.364536,1,"paper birch"
14,0.364536,1,"paper birch"
10,0.366172,0,"black spruce"
7,0.366172,0,"black spruce"
7,0.366172,0,"black spruce"
6,0.366172,0,"black spruce"
5,0.366172,0,"black spruce"
6,0.366172,0,"black spruce"
7,0.366172,0,"black spruce"
13,0.367316,1,"aspen"
13,0.367316,1,"black spruce"
7,0.367316,0,"cedar"
25,0.367316,1,"paper birch"
16,0.367316,1,"paper birch"
9,0.367316,0,"red pine"
17,0.36735,1,"black spruce"
15,0.36735,1,"cedar"
19,0.36735,1,"cedar"
27,0.36735,1,"paper birch"
20,0.36735,0,"red pine"
12,0.367463,1,"black spruce"
15,0.367463,0,"cedar"
8,0.367463,1,"cedar"
33,0.37008,1,"aspen"
13,0.375813,1,"black spruce"
13,0.375813,1,"cedar"
13,0.375813,0,"cedar"
15,0.375813,1,"cedar"
8,0.375813,1,"cedar"
8,0.375813,1,"cedar"
8,0.375813,1,"cedar"
26,0.375813,1,"paper birch"
11,0.376297,1,"black spruce"
17,0.376297,1,"cedar"
12,0.376297,0,"cedar"
14,0.376297,1,"cedar"
7,0.376297,1,"jackpine"
10,0.376297,0,"jackpine"
20,0.376297,1,"paper birch"
31,0.376297,1,"paper birch"
9,0.378216,0,"black spruce"
19,0.378216,0,"cedar"
19,0.378216,1,"cedar"
33,0.378216,1,"paper birch"
14,0.378216,0,"red pine"
12,0.378216,0,"red pine"
6,0.378216,1,"red pine"
7,0.379872,0,"black spruce"
7,0.379872,0,"black spruce"
5,0.379872,0,"black spruce"
7,0.379872,0,"black spruce"
7,0.379872,0,"black spruce"
5,0.379872,0,"black spruce"
5,0.379872,0,"black spruce"
5,0.379872,0,"black spruce"
7,0.379872,0,"black spruce"
7,0.379872,0,"black spruce"
5,0.379872,0,"black spruce"
7,0.379872,0,"cedar"
8,0.379872,1,"cedar"
14,0.379872,0,"cedar"
6,0.380303,0,"black spruce"
10,0.380303,0,"red pine"
18,0.380303,0,"red pine"
21,0.381272,1,"black ash"
11,0.381465,1,"black spruce"
15,0.381465,1,"cedar"
35.5,0.381465,1,"paper birch"
40,0.381465,1,"black ash"
26,0.381465,1,"black ash"
44,0.381465,1,"black ash"
31.5,0.381465,1,"black ash"
8,0.381702,0,"black spruce"
7,0.381702,0,"black spruce"
12,0.381702,0,"cedar"
7,0.381702,1,"red pine"
7,0.381702,1,"red pine"
7,0.381702,0,"red pine"
10,0.38226,0,"black spruce"
9,0.38226,0,"black spruce"
14,0.38226,0,"red pine"
6,0.382829,0,"aspen"
32,0.382829,0,"aspen"
6,0.382829,0,"black spruce"
7,0.382829,0,"black spruce"
23,0.382829,0,"cedar"
14,0.38297,0,"cedar"
15,0.38297,0,"cedar"
20,0.38297,0,"cedar"
16,0.38297,0,"cedar"
18,0.38297,1,"cedar"
15,0.38297,0,"jackpine"
16,0.38297,0,"jackpine"
23,0.38297,0,"jackpine"
19,0.38297,0,"jackpine"
12,0.38297,0,"jackpine"
34,0.38297,0,"paper birch"
